pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
350,26,24,18339,independent,current,6
317,36,35,18340,independent,current,14
361,40,32,18341,independent,current,8
409,41,31,18342,independent,current,7
378,31,32,18343,independent,current,10
438,35,29,18344,independent,current,8
406,40,27,18345,independent,current,14
407,36,32,18346,independent,current,12
448,33,34,18347,independent,current,12
434,36,30,18348,independent,current,6
367,39,31,18349,independent,current,11
411,40,30,18350,independent,current,8
343,27,34,18351,independent,current,13
400,38,31,18352,independent,current,13
407,26,32,18353,independent,current,7
285,41,26,18354,independent,current,12
297,27,28,18355,independent,current,14
411,39,31,18356,independent,current,14
449,36,36,18357,independent,current,9
383,32,28,18358,independent,current,10
389,27,30,18359,independent,current,9
342,36,20,18360,independent,current,6
391,34,30,18361,independent,current,13
372,28,24,18362,independent,current,8
407,34,27,18363,independent,current,11
438,36,35,18364,independent,current,14
466,32,32,18365,independent,current,9
420,34,35,18366,independent,current,11
355,36,34,18367,independent,current,6
404,38,34,18368,independent,current,12
448,42,28,18369,independent,current,11
387,30,32,18370,independent,current,6
394,32,28,18371,independent,current,6
419,29,29,18372,independent,current,11
353,36,33,18373,independent,current,9
336,31,30,18374,independent,current,8
325,32,27,18375,independent,current,14
340,39,33,18376,independent,current,13
330,27,28,18377,independent,current,9
368,38,27,18378,independent,current,13
312,25,24,18379,independent,current,6
369,33,31,18380,independent,current,11
460,32,33,18381,independent,current,10
423,31,34,18382,independent,current,6
331,28,32,18383,independent,current,14
350,35,31,18384,independent,current,6
416,33,30,18385,independent,current,7
389,33,29,18386,independent,current,9
358,35,36,18387,independent,current,7
379,31,30,18388,independent,current,6
350,29,29,18389,independent,current,6
383,37,37,18390,independent,current,8
362,29,21,18391,independent,current,14
363,32,30,18392,independent,current,11
369,32,30,18393,independent,current,12
489,40,32,18394,independent,current,6
335,34,34,18395,independent,current,11
261,29,21,18396,independent,current,12
301,25,30,18397,independent,current,7
406,30,31,18398,independent,current,12
346,31,33,18399,independent,current,6
307,31,32,18400,independent,current,11
364,35,28,18401,independent,current,11
337,26,31,18402,independent,current,11
361,33,29,18403,independent,current,13
330,26,26,18404,independent,current,12
327,27,30,18405,independent,current,6
351,33,31,18406,independent,current,8
398,21,31,18407,independent,current,11
460,28,35,18408,independent,current,13
352,29,31,18409,independent,current,7
292,32,30,18410,independent,current,9
364,34,31,18411,independent,current,10
350,32,24,18412,independent,current,10
383,36,27,18413,independent,current,12
363,28,30,18414,independent,current,9
436,35,30,18415,independent,current,6
427,31,33,18416,independent,current,11
343,32,30,18417,independent,current,14
322,42,32,18418,independent,current,11
365,30,31,18419,independent,current,14
467,42,28,18420,independent,current,14
347,36,36,18421,independent,current,10
329,41,30,18422,independent,current,11
385,33,33,18423,independent,current,8
385,34,33,18424,independent,current,13
390,37,27,18425,independent,current,12
349,39,31,18426,independent,current,8
349,36,23,18427,independent,current,14
415,34,33,18428,independent,current,6
371,31,26,18429,independent,current,14
369,31,29,18430,independent,current,6
263,32,30,18431,independent,current,12
463,38,33,18432,independent,current,11
475,37,32,18433,independent,current,14
307,33,28,18434,independent,current,6
407,31,31,18435,independent,current,9
425,39,36,18436,independent,current,11
358,32,29,18437,independent,current,12
437,38,34,18438,independent,current,12
403,32,30,18439,independent,current,8
455,34,34,18440,independent,current,14
306,38,27,18441,independent,current,10
308,31,30,18442,independent,current,14
426,35,26,18443,independent,current,6
417,39,35,18444,independent,current,14
381,29,29,18445,independent,current,10
339,31,33,18446,independent,current,10
324,30,30,18447,independent,current,11
393,31,26,18448,independent,current,13
371,26,30,18449,independent,current,14
332,32,22,18450,independent,current,12
384,24,35,18451,independent,current,7
350,32,34,18452,independent,current,9
461,34,39,18453,independent,current,6
298,30,27,18454,independent,current,6
421,34,36,18455,independent,current,11
403,29,26,18456,independent,current,11
354,33,27,18457,independent,current,12
292,32,28,18458,independent,current,12
382,33,28,18459,independent,current,6
356,29,24,18460,independent,current,8
344,36,31,18461,independent,current,14
325,31,26,18462,independent,current,9
428,33,37,18463,independent,current,10
358,33,32,18464,independent,current,12
385,30,25,18465,independent,current,14
398,32,28,18466,independent,current,14
314,34,28,18467,independent,current,12
323,31,26,18468,independent,current,10
344,33,31,18469,independent,current,10
360,32,29,18470,independent,current,10
322,31,26,18471,independent,current,10
341,28,28,18472,independent,current,6
369,26,27,18473,independent,current,10
410,36,35,18474,independent,current,14
401,32,30,18475,independent,current,8
322,36,33,18476,independent,current,9
348,39,29,18477,independent,current,12
397,34,31,18478,independent,current,7
447,34,35,18479,independent,current,10
367,34,32,18480,independent,current,10
375,35,32,18481,independent,current,10
382,34,31,18482,independent,current,9
313,31,32,18483,independent,current,11
349,36,26,18484,independent,current,13
284,27,26,18485,independent,current,12
304,33,21,18486,independent,current,9
425,22,33,18487,independent,current,10
374,34,27,18488,independent,current,9
297,34,28,18489,independent,current,11
395,34,37,18490,independent,current,8
390,34,26,18491,independent,current,6
302,38,23,18492,independent,current,12
357,36,27,18493,independent,current,6
343,36,25,18494,independent,current,10
365,35,20,18495,independent,current,10
402,34,29,18496,independent,current,8
393,31,28,18497,independent,current,12
368,32,29,18498,independent,current,11
361,30,26,18499,independent,current,10
426,27,34,18500,independent,current,10
388,33,28,18501,independent,current,9
384,36,29,18502,independent,current,14
272,32,28,18503,independent,current,12
305,28,22,18504,independent,current,11
321,33,29,18505,independent,current,13
321,29,26,18506,independent,current,10
365,33,32,18507,independent,current,12
465,32,35,18508,independent,current,7
379,36,29,18509,independent,current,6
310,32,25,18510,independent,current,11
434,34,29,18511,independent,current,9
364,33,30,18512,independent,current,13
389,34,25,18513,independent,current,7
317,33,35,18514,independent,current,10
438,39,35,18515,independent,current,7
404,33,31,18516,independent,current,7
392,30,29,18517,independent,current,13
307,35,26,18518,independent,current,13
409,29,27,18519,independent,current,8
374,38,29,18520,independent,current,6
368,27,30,18521,independent,current,13
361,32,32,18522,independent,current,14
319,40,29,18523,independent,current,14
309,35,34,18524,independent,current,13
317,29,27,18525,independent,current,13
433,36,32,18526,independent,current,6
312,36,27,18527,independent,current,8
410,37,28,18528,independent,current,9
330,36,30,18529,independent,current,13
337,31,25,18530,independent,current,14
380,34,36,18531,independent,current,13
310,30,26,18532,independent,current,13
328,33,26,18533,independent,current,13
340,42,31,18534,independent,current,10
292,26,28,18535,independent,current,10
420,33,30,18536,independent,current,14
327,33,30,18537,independent,current,13
295,24,27,18538,independent,current,6
383,34,31,18539,independent,current,10
443,39,37,18540,independent,current,11
439,40,34,18541,independent,current,7
362,29,27,18542,independent,current,14
423,34,29,18543,independent,current,11
441,39,32,18544,independent,current,14
397,36,37,18545,independent,current,13
406,34,32,18546,independent,current,6
371,28,26,18547,independent,current,8
346,37,33,18548,independent,current,8
390,42,34,18549,independent,current,11
360,35,30,18550,independent,current,14
320,30,25,18551,independent,current,11
473,39,35,18552,independent,current,11
352,33,29,18553,independent,current,10
362,35,28,18554,independent,current,10
395,29,29,18555,independent,current,10
319,30,31,18556,independent,current,9
302,31,26,18557,independent,current,9
408,36,34,18558,independent,current,7
403,31,27,18559,independent,current,14
437,32,35,18560,independent,current,7
315,30,24,18561,independent,current,6
439,36,29,18562,independent,current,9
278,35,30,18563,independent,current,6
306,35,27,18564,independent,current,11
426,41,30,18565,independent,current,9
437,34,33,18566,independent,current,13
309,33,29,18567,independent,current,13
398,36,30,18568,independent,current,8
407,37,34,18569,independent,current,13
412,39,29,18570,independent,current,10
365,33,28,18571,independent,current,7
451,26,33,18572,independent,current,11
377,39,29,18573,independent,current,10
463,39,31,18574,independent,current,12
396,36,30,18575,independent,current,8
403,34,27,18576,independent,current,11
395,35,28,18577,independent,current,8
466,37,38,18578,independent,current,9
341,30,31,18579,independent,current,6
333,32,31,18580,independent,current,13
410,39,37,18581,independent,current,6
348,36,35,18582,independent,current,11
428,42,33,18583,independent,current,7
364,29,25,18584,independent,current,14
403,32,29,18585,independent,current,12
328,35,27,18586,independent,current,9
505,44,34,18587,independent,current,14
367,37,30,18588,independent,current,13
338,34,26,18589,independent,current,12
336,28,22,18590,independent,current,6
377,33,28,18591,independent,current,9
432,31,37,18592,independent,current,12
368,37,27,18593,independent,current,6
412,32,28,18594,independent,current,9
297,23,26,18595,independent,current,6
389,39,31,18596,independent,current,11
399,29,30,18597,independent,current,9
491,42,32,18598,independent,current,11
419,36,26,18599,independent,current,10
370,27,31,18600,independent,current,11
407,35,31,18601,independent,current,6
394,35,30,18602,independent,current,6
360,28,30,18603,independent,current,12
362,34,33,18604,independent,current,8
366,32,28,18605,independent,current,11
384,37,36,18606,independent,current,9
355,36,27,18607,independent,current,14
355,38,29,18608,independent,current,11
375,31,32,18609,independent,current,10
344,33,27,18610,independent,current,8
409,38,37,18611,independent,current,10
379,29,27,18612,independent,current,12
327,26,26,18613,independent,current,8
398,37,31,18614,independent,current,6
331,28,26,18615,independent,current,14
376,30,32,18616,independent,current,8
357,31,29,18617,independent,current,11
404,35,32,18618,independent,current,12
376,31,31,18619,independent,current,9
322,28,34,18620,independent,current,7
468,32,32,18621,independent,current,8
415,40,29,18622,independent,current,10
347,36,29,18623,independent,current,13
410,27,27,18624,independent,current,9
429,38,35,18625,independent,current,9
360,27,24,18626,independent,current,14
377,34,28,18627,independent,current,7
363,37,30,18628,independent,current,7
405,35,27,18629,independent,current,12
317,37,30,18630,independent,current,12
398,36,27,18631,independent,current,13
348,37,30,18632,independent,current,6
353,30,32,18633,independent,current,12
302,36,29,18634,independent,current,13
412,29,23,18635,independent,current,10
443,34,33,18636,independent,current,8
391,30,37,18637,independent,current,8
373,27,30,18638,independent,current,12
361,29,28,18639,independent,current,13
406,41,30,18640,independent,current,6
411,30,31,18641,independent,current,12
413,36,35,18642,independent,current,9
421,34,30,18643,independent,current,8
368,35,27,18644,independent,current,8
400,29,33,18645,independent,current,10
408,34,33,18646,independent,current,13
421,28,27,18647,independent,current,6
435,37,33,18648,independent,current,6
426,28,31,18649,independent,current,10
359,31,23,18650,independent,current,6
433,35,36,18651,independent,current,9
345,27,31,18652,independent,current,14
343,37,28,18653,independent,current,12
432,38,25,18654,independent,current,10
396,39,34,18655,independent,current,11
386,30,27,18656,independent,current,9
337,30,24,18657,independent,current,12
310,29,25,18658,independent,current,6
466,37,26,18659,independent,current,13
373,30,34,18660,independent,current,13
312,36,32,18661,independent,current,10
425,37,26,18662,independent,current,6
368,32,34,18663,independent,current,7
392,32,31,18664,independent,current,11
368,31,29,18665,independent,current,10
385,37,28,18666,independent,current,11
371,30,31,18667,independent,current,7
364,36,28,18668,independent,current,7
381,33,30,18669,independent,current,8
329,35,27,18670,independent,current,14
364,37,28,18671,independent,current,6
387,27,31,18672,independent,current,11
362,34,25,18673,independent,current,8
353,36,34,18674,independent,current,12
304,30,29,18675,independent,current,7
357,33,29,18676,independent,current,9
418,37,34,18677,independent,current,8
448,33,29,18678,independent,current,10
424,36,34,18679,independent,current,13
441,31,36,18680,independent,current,8
413,35,26,18681,independent,current,6
394,31,31,18682,independent,current,13
363,34,29,18683,independent,current,12
376,34,30,18684,independent,current,12
327,27,29,18685,independent,current,13
333,37,35,18686,independent,current,12
409,40,36,18687,independent,current,11
376,34,26,18688,independent,current,10
384,32,28,18689,independent,current,8
426,28,25,18690,independent,current,9
388,33,31,18691,independent,current,7
393,36,30,18692,independent,current,10
365,32,29,18693,independent,current,8
461,37,29,18694,independent,current,8
341,30,30,18695,independent,current,8
388,29,22,18696,independent,current,8
327,36,30,18697,independent,current,14
359,32,31,18698,independent,current,10
377,25,24,18699,independent,current,14
340,29,23,18700,independent,current,13
338,33,32,18701,independent,current,10
402,34,33,18702,independent,current,10
421,33,35,18703,independent,current,6
307,37,33,18704,independent,current,11
298,33,26,18705,independent,current,10
362,39,31,18706,independent,current,6
384,37,30,18707,independent,current,13
415,29,32,18708,independent,current,9
356,35,31,18709,independent,current,7
437,34,29,18710,independent,current,7
410,35,36,18711,independent,current,7
334,41,29,18712,independent,current,14
298,36,30,18713,independent,current,8
409,30,32,18714,independent,current,12
346,30,29,18715,independent,current,7
339,31,24,18716,independent,current,9
494,42,26,18717,independent,current,9
386,36,30,18718,independent,current,7
353,32,25,18719,independent,current,9
357,30,28,18720,independent,current,9
287,33,29,18721,independent,current,9
324,36,29,18722,independent,current,6
393,33,28,18723,independent,current,8
388,34,29,18724,independent,current,6
339,39,31,18725,independent,current,8
354,38,22,18726,independent,current,10
433,35,31,18727,independent,current,6
467,36,36,18728,independent,current,9
400,32,31,18729,independent,current,7
342,29,29,18730,independent,current,14
382,42,30,18731,independent,current,14
374,34,31,18732,independent,current,11
400,35,30,18733,independent,current,7
376,31,32,18734,independent,current,11
427,29,32,18735,independent,current,12
321,36,31,18736,independent,current,13
390,37,37,18737,independent,current,8
358,25,27,18738,independent,current,10
345,31,29,18739,independent,current,12
283,29,30,18740,independent,current,8
329,32,29,18741,independent,current,10
377,36,35,18742,independent,current,7
344,28,28,18743,independent,current,8
440,34,30,18744,independent,current,10
453,33,37,18745,independent,current,12
406,38,38,18746,independent,current,7
315,33,26,18747,independent,current,9
351,31,26,18748,independent,current,11
441,26,29,18749,independent,current,14
396,32,28,18750,independent,current,7
442,38,31,18751,independent,current,8
306,31,32,18752,independent,current,10
420,38,33,18753,independent,current,13
435,35,33,18754,independent,current,12
428,32,34,18755,independent,current,14
431,36,38,18756,independent,current,6
368,30,22,18757,independent,current,8
387,35,22,18758,independent,current,14
378,34,32,18759,independent,current,9
417,29,38,18760,independent,current,8
419,31,34,18761,independent,current,9
338,32,35,18762,independent,current,7
386,32,26,18763,independent,current,10
361,30,33,18764,independent,current,8
357,39,35,18765,independent,current,12
404,31,29,18766,independent,current,8
386,30,28,18767,independent,current,13
417,42,28,18768,independent,current,9
404,31,33,18769,independent,current,8
340,28,22,18770,independent,current,6
417,33,31,18771,independent,current,11
327,31,28,18772,independent,current,14
406,33,33,18773,independent,current,8
465,39,34,18774,independent,current,6
381,32,35,18775,independent,current,14
307,26,29,18776,independent,current,8
330,29,28,18777,independent,current,8
363,32,25,18778,independent,current,9
394,30,29,18779,independent,current,8
472,31,28,18780,independent,current,6
459,30,31,18781,independent,current,11
323,28,22,18782,independent,current,13
377,31,33,18783,independent,current,11
281,29,27,18784,independent,current,11
355,33,27,18785,independent,current,7
295,31,29,18786,independent,current,7
340,27,23,18787,independent,current,6
377,34,39,18788,independent,current,8
361,40,28,18789,independent,current,11
503,29,37,18790,independent,current,6
372,30,31,18791,independent,current,10
307,26,27,18792,independent,current,7
468,32,34,18793,independent,current,11
372,34,31,18794,independent,current,7
373,30,37,18795,independent,current,6
308,38,29,18796,independent,current,8
413,28,33,18797,independent,current,6
373,30,31,18798,independent,current,14
376,36,30,18799,independent,current,10
303,34,31,18800,independent,current,11
390,34,28,18801,independent,current,10
486,31,36,18802,independent,current,14
353,30,33,18803,independent,current,13
359,28,27,18804,independent,current,12
390,36,31,18805,independent,current,7
307,33,26,18806,independent,current,13
414,34,34,18807,independent,current,7
327,26,25,18808,independent,current,13
357,26,30,18809,independent,current,11
382,25,32,18810,independent,current,13
320,35,28,18811,independent,current,7
373,30,30,18812,independent,current,14
308,32,25,18813,independent,current,8
333,30,31,18814,independent,current,12
424,35,31,18815,independent,current,12
343,36,31,18816,independent,current,7
284,38,23,18817,independent,current,8
424,45,33,18818,independent,current,14
354,28,23,18819,independent,current,9
309,28,32,18820,independent,current,9
446,37,35,18821,independent,current,13
413,42,31,18822,independent,current,12
421,42,29,18823,independent,current,10
409,29,28,18824,independent,current,8
442,29,32,18825,independent,current,6
359,33,32,18826,independent,current,10
381,32,27,18827,independent,current,13
413,34,33,18828,independent,current,12
373,33,30,18829,independent,current,10
352,35,30,18830,independent,current,14
416,39,28,18831,independent,current,13
461,37,34,18832,independent,current,9
416,33,30,18833,independent,current,8
344,37,31,18834,independent,current,12
361,29,28,18835,independent,current,9
373,30,33,18836,independent,current,6
426,33,34,18837,independent,current,11
358,31,26,18838,independent,current,8
379,35,35,18839,independent,current,6
440,33,35,18840,independent,current,12
371,29,23,18841,independent,current,7
300,29,28,18842,independent,current,9
420,37,33,18843,independent,current,8
366,38,29,18844,independent,current,9
375,33,26,18845,independent,current,11
460,29,37,18846,independent,current,13
406,36,32,18847,independent,current,12
368,40,29,18848,independent,current,13
399,37,40,18849,independent,current,11
393,35,30,18850,independent,current,10
427,34,28,18851,independent,current,6
394,31,27,18852,independent,current,11
411,36,35,18853,independent,current,11
421,34,26,18854,independent,current,6
438,31,33,18855,independent,current,11
391,36,34,18856,independent,current,7
387,20,27,18857,independent,current,14
260,30,24,18858,independent,current,13
439,34,32,18859,independent,current,9
283,28,32,18860,independent,current,6
370,34,29,18861,independent,current,11
399,31,28,18862,independent,current,8
424,31,32,18863,independent,current,11
343,29,26,18864,independent,current,6
373,27,29,18865,independent,current,14
407,37,30,18866,independent,current,10
371,32,30,18867,independent,current,6
272,31,22,18868,independent,current,13
393,36,27,18869,independent,current,7
341,32,30,18870,independent,current,14
436,36,29,18871,independent,current,6
347,37,30,18872,independent,current,10
324,34,30,18873,independent,current,10
419,36,32,18874,independent,current,8
316,31,25,18875,independent,current,7
440,27,34,18876,independent,current,10
495,42,34,18877,independent,current,10
412,31,32,18878,independent,current,14
315,31,25,18879,independent,current,6
429,39,36,18880,independent,current,9
311,20,28,18881,independent,current,7
424,26,35,18882,independent,current,14
356,29,22,18883,independent,current,9
334,25,22,18884,independent,current,12
347,33,27,18885,independent,current,10
350,31,32,18886,independent,current,8
410,35,33,18887,independent,current,12
359,28,31,18888,independent,current,11
416,34,32,18889,independent,current,13
370,35,34,18890,independent,current,10
437,33,36,18891,independent,current,12
303,24,23,18892,independent,current,9
388,36,27,18893,independent,current,14
436,37,35,18894,independent,current,8
442,41,31,18895,independent,current,12
334,28,29,18896,independent,current,8
366,37,32,18897,independent,current,10
391,26,33,18898,independent,current,9
448,33,31,18899,independent,current,12
336,28,33,18900,independent,current,9
384,31,30,18901,independent,current,11
421,30,30,18902,independent,current,14
408,38,28,18903,independent,current,11
420,34,34,18904,independent,current,10
450,36,24,18905,independent,current,11
417,32,31,18906,independent,current,6
413,38,29,18907,independent,current,12
371,28,33,18908,independent,current,13
424,33,31,18909,independent,current,10
335,32,33,18910,independent,current,9
477,37,34,18911,independent,current,6
308,30,29,18912,independent,current,8
321,26,29,18913,independent,current,8
316,34,28,18914,independent,current,9
401,39,28,18915,independent,current,7
328,37,26,18916,independent,current,11
345,35,27,18917,independent,current,12
363,33,32,18918,independent,current,12
362,28,33,18919,independent,current,7
363,32,27,18920,independent,current,8
367,37,26,18921,independent,current,10
356,31,30,18922,independent,current,8
349,31,31,18923,independent,current,7
431,33,33,18924,independent,current,10
408,35,34,18925,independent,current,12
357,31,36,18926,independent,current,9
316,35,32,18927,independent,current,11
401,34,35,18928,independent,current,6
363,29,29,18929,independent,current,13
422,31,28,18930,independent,current,7
418,34,29,18931,independent,current,7
259,24,25,18932,independent,current,7
403,39,31,18933,independent,current,10
351,29,31,18934,independent,current,10
353,36,27,18935,independent,current,10
365,33,29,18936,independent,current,9
410,33,27,18937,independent,current,13
425,34,32,18938,independent,current,12
402,37,35,18939,independent,current,11
331,32,30,18940,independent,current,9
380,34,33,18941,independent,current,7
384,28,27,18942,independent,current,6
303,28,30,18943,independent,current,11
416,43,30,18944,independent,current,12
376,30,28,18945,independent,current,9
304,29,27,18946,independent,current,9
402,32,35,18947,independent,current,6
317,31,26,18948,independent,current,6
399,37,36,18949,independent,current,13
474,41,30,18950,independent,current,14
363,33,30,18951,independent,current,14
366,35,32,18952,independent,current,9
435,37,37,18953,independent,current,9
396,26,28,18954,independent,current,11
464,38,33,18955,independent,current,12
416,42,29,18956,independent,current,13
349,28,29,18957,independent,current,13
327,33,31,18958,independent,current,12
407,36,27,18959,independent,current,14
381,34,29,18960,independent,current,14
364,41,27,18961,independent,current,12
388,38,32,18962,independent,current,8
416,29,32,18963,independent,current,10
391,31,31,18964,independent,current,8
348,30,24,18965,independent,current,10
367,30,27,18966,independent,current,9
285,28,36,18967,independent,current,7
446,43,32,18968,independent,current,12
407,39,34,18969,independent,current,6
364,28,28,18970,independent,current,12
246,23,23,18971,independent,current,10
390,34,30,18972,independent,current,13
384,30,30,18973,independent,current,10
364,31,29,18974,independent,current,12
307,33,28,18975,independent,current,6
457,41,33,18976,independent,current,14
365,34,31,18977,independent,current,9
407,29,30,18978,independent,current,8
416,38,30,18979,independent,current,11
418,39,31,18980,independent,current,8
367,32,26,18981,independent,current,14
456,35,33,18982,independent,current,6
350,32,27,18983,independent,current,11
500,33,27,18984,independent,current,14
372,32,27,18985,independent,current,11
341,25,31,18986,independent,current,10
394,39,34,18987,independent,current,13
418,34,37,18988,independent,current,8
314,29,29,18989,independent,current,9
378,32,26,18990,independent,current,6
372,37,35,18991,independent,current,10
353,28,36,18992,independent,current,7
367,33,32,18993,independent,current,9
364,31,31,18994,independent,current,11
373,35,31,18995,independent,current,12
313,36,30,18996,independent,current,11
378,42,32,18997,independent,current,8
406,36,31,18998,independent,current,12
404,34,29,18999,independent,current,8
367,29,30,19000,independent,current,14
402,26,35,19001,independent,current,10
352,33,31,19002,independent,current,13
383,37,29,19003,independent,current,14
372,37,26,19004,independent,current,13
355,31,30,19005,independent,current,10
458,41,30,19006,independent,current,6
405,30,28,19007,independent,current,7
309,32,36,19008,independent,current,10
411,31,29,19009,independent,current,9
348,38,27,19010,independent,current,14
448,37,29,19011,independent,current,13
383,30,26,19012,independent,current,9
314,23,25,19013,independent,current,13
449,27,29,19014,independent,current,10
360,36,33,19015,independent,current,14
371,32,32,19016,independent,current,10
380,31,29,19017,independent,current,11
397,34,32,19018,independent,current,7
321,32,37,19019,independent,current,14
355,37,28,19020,independent,current,7
351,27,31,19021,independent,current,7
310,33,32,19022,independent,current,8
342,32,32,19023,independent,current,8
413,32,27,19024,independent,current,11
351,40,31,19025,independent,current,11
327,28,25,19026,independent,current,13
363,32,31,19027,independent,current,7
387,31,32,19028,independent,current,9
404,34,25,19029,independent,current,10
408,36,28,19030,independent,current,7
413,32,28,19031,independent,current,11
429,38,34,19032,independent,current,9
344,31,31,19033,independent,current,9
319,34,23,19034,independent,current,12
365,34,28,19035,independent,current,7
467,38,36,19036,independent,current,12
426,38,31,19037,independent,current,12
344,27,33,19038,independent,current,11
371,31,26,19039,independent,current,11
436,34,28,19040,independent,current,10
399,40,30,19041,independent,current,11
441,35,32,19042,independent,current,9
390,38,31,19043,independent,current,11
345,39,36,19044,independent,current,13
269,32,23,19045,independent,current,6
433,30,30,19046,independent,current,10
457,31,34,19047,independent,current,11
377,28,28,19048,independent,current,9
327,35,25,19049,independent,current,12
425,32,28,19050,independent,current,8
417,24,31,19051,independent,current,7
409,36,36,19052,independent,current,13
277,29,28,19053,independent,current,10
372,35,34,19054,independent,current,6
404,31,36,19055,independent,current,6
379,34,29,19056,independent,current,11
369,35,29,19057,independent,current,12
381,32,29,19058,independent,current,6
378,39,28,19059,independent,current,10
337,30,23,19060,independent,current,11
371,29,27,19061,independent,current,14
391,36,32,19062,independent,current,13
373,35,27,19063,independent,current,6
266,36,26,19064,independent,current,13
426,29,27,19065,independent,current,8
402,38,26,19066,independent,current,11
393,31,28,19067,independent,current,8
411,33,33,19068,independent,current,9
379,29,31,19069,independent,current,7
369,31,35,19070,independent,current,9
357,33,29,19071,independent,current,13
431,37,29,19072,independent,current,10
369,28,30,19073,independent,current,10
390,31,29,19074,independent,current,6
356,26,25,19075,independent,current,12
383,29,26,19076,independent,current,10
327,27,21,19077,independent,current,6
280,27,22,19078,independent,current,14
356,30,28,19079,independent,current,10
384,37,33,19080,independent,current,8
346,28,33,19081,independent,current,8
381,32,25,19082,independent,current,8
374,36,28,19083,independent,current,8
385,33,35,19084,independent,current,11
343,35,26,19085,independent,current,14
377,31,28,19086,independent,current,14
331,38,26,19087,independent,current,10
442,39,32,19088,independent,current,6
389,39,32,19089,independent,current,12
359,37,30,19090,independent,current,8
368,37,34,19091,independent,current,11
323,34,27,19092,independent,current,6
381,33,33,19093,independent,current,13
349,37,30,19094,independent,current,13
310,32,35,19095,independent,current,9
317,23,24,19096,independent,current,11
410,40,33,19097,independent,current,9
395,38,37,19098,independent,current,8
333,26,26,19099,independent,current,11
390,27,32,19100,independent,current,14
293,33,25,19101,independent,current,13
382,30,32,19102,independent,current,10
342,27,28,19103,independent,current,13
297,28,21,19104,independent,current,9
360,34,27,19105,independent,current,11
325,30,32,19106,independent,current,11
332,35,23,19107,independent,current,8
449,39,34,19108,independent,current,9
335,38,35,19109,independent,current,12
355,32,28,19110,independent,current,12
428,34,32,19111,independent,current,14
353,27,22,19112,independent,current,10
362,29,34,19113,independent,current,8
427,34,35,19114,independent,current,10
320,28,24,19115,independent,current,14
426,44,36,19116,independent,current,14
375,43,30,19117,independent,current,13
443,37,42,19118,independent,current,8
293,31,24,19119,independent,current,12
436,27,30,19120,independent,current,7
358,32,28,19121,independent,current,11
314,32,26,19122,independent,current,14
404,38,31,19123,independent,current,7
392,30,32,19124,independent,current,13
442,31,37,19125,independent,current,14
361,26,28,19126,independent,current,11
361,30,27,19127,independent,current,12
353,29,27,19128,independent,current,12
354,36,38,19129,independent,current,9
355,42,27,19130,independent,current,6
386,36,37,19131,independent,current,8
338,32,30,19132,independent,current,6
256,25,22,19133,independent,current,9
320,34,25,19134,independent,current,9
351,38,35,19135,independent,current,13
379,40,35,19136,independent,current,13
377,37,38,19137,independent,current,13
346,27,24,19138,independent,current,12
411,32,29,19139,independent,current,9
311,34,33,19140,independent,current,9
374,29,25,19141,independent,current,6
343,31,32,19142,independent,current,11
386,35,31,19143,independent,current,14
370,38,29,19144,independent,current,14
374,34,25,19145,independent,current,14
411,36,36,19146,independent,current,13
388,32,34,19147,independent,current,10
302,33,23,19148,independent,current,10
322,36,29,19149,independent,current,11
388,32,34,19150,independent,current,7
392,35,29,19151,independent,current,14
332,40,24,19152,independent,current,14
309,34,28,19153,independent,current,6
369,39,35,19154,independent,current,8
366,26,30,19155,independent,current,6
321,32,28,19156,independent,current,11
271,24,27,19157,independent,current,11
321,32,30,19158,independent,current,13
353,26,27,19159,independent,current,13
317,31,25,19160,independent,current,12
377,32,38,19161,independent,current,11
392,35,34,19162,independent,current,6
400,28,33,19163,independent,current,11
370,33,33,19164,independent,current,13
468,30,34,19165,independent,current,6
377,31,29,19166,independent,current,13
395,35,34,19167,independent,current,13
324,33,24,19168,independent,current,6
334,26,32,19169,independent,current,6
398,32,35,19170,independent,current,9
375,28,29,19171,independent,current,12
327,37,27,19172,independent,current,10
441,32,35,19173,independent,current,8
300,31,30,19174,independent,current,7
400,33,31,19175,independent,current,11
423,45,36,19176,independent,current,10
389,37,30,19177,independent,current,9
403,31,31,19178,independent,current,7
321,27,29,19179,independent,current,8
384,43,36,19180,independent,current,12
334,34,23,19181,independent,current,9
362,34,30,19182,independent,current,11
374,29,33,19183,independent,current,12
353,27,31,19184,independent,current,7
357,40,29,19185,independent,current,6
374,31,32,19186,independent,current,11
339,29,20,19187,independent,current,9
329,34,29,19188,independent,current,6
427,36,33,19189,independent,current,14
313,43,35,19190,independent,current,7
357,31,30,19191,independent,current,14
342,34,30,19192,independent,current,7
410,29,28,19193,independent,current,11
372,27,28,19194,independent,current,14
381,32,29,19195,independent,current,9
371,32,31,19196,independent,current,7
470,36,41,19197,independent,current,9
387,29,32,19198,independent,current,13
397,29,33,19199,independent,current,14
380,37,25,19200,independent,current,12
397,29,34,19201,independent,current,12
395,33,32,19202,independent,current,13
419,38,31,19203,independent,current,8
367,35,37,19204,independent,current,13
296,33,27,19205,independent,current,10
401,34,34,19206,independent,current,11
296,27,24,19207,independent,current,9
372,30,26,19208,independent,current,13
356,26,35,19209,independent,current,6
344,30,29,19210,independent,current,7
