net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
0,53,1.2852,6,8,1,0,0,0,0,0
356,33,3.1575,12,2,1,1,1,0,1,0
1574,52,4.5135,12,2,1,0,0,1,1,0
41900,47,12.369,14,2,1,1,0,0,1,0
0,64,1.3122,12,2,1,0,0,0,1,0
20750,54,2.1948,18,1,0,0,1,1,0,0
-95,27,1.56,13,3,0,0,1,0,0,0
-200,30,2.166,12,2,0,0,0,0,0,0
-765,33,1.1952,12,6,1,0,0,0,0,0
-3475,37,3.3366,14,2,0,0,0,0,0,0
0,40,0.969,5,5,1,0,0,0,1,0
-1688,55,0.9888,8,1,0,0,0,0,1,0
30100,63,2.6055,12,2,1,0,1,1,1,0
40,44,1.785,12,1,0,0,0,0,1,0
176,35,0.9702,13,2,0,0,0,0,0,0
700,46,3.4938,12,3,1,1,0,0,0,0
0,59,1.296,12,4,1,0,0,0,1,0
0,41,1.3572,12,2,0,0,0,0,0,0
74000,31,10.5567,16,1,0,0,0,1,1,0
57499,44,3.3774,14,3,1,0,0,1,1,0
-12188,34,3.9303,16,1,0,0,0,0,0,0
999,27,1.266,14,3,0,0,0,0,0,0
-6586,48,1.8537,14,2,0,0,0,0,0,0
0,32,1.8756,12,2,0,0,0,0,1,0
15,47,1.224,11,1,0,0,0,0,0,0
-4200,40,6.0846,16,3,1,0,0,0,0,0
-1900,29,1.2216,16,1,0,0,0,0,0,0
16000,42,3.66,18,1,0,0,0,0,1,0
-450,64,1.7619,12,5,1,0,0,0,1,0
-2850,39,1.572,13,4,0,0,0,0,0,0
12527,37,3.6852,16,4,1,1,0,1,1,0
-5750,28,5.5305,15,3,1,1,0,0,1,0
-45,31,1.2666,15,2,0,0,0,0,0,0
-205,32,1.5552,12,5,0,0,0,0,0,0
-1300,30,0.252,15,3,1,0,0,0,1,0
-6901,38,5.5434,12,4,1,1,0,0,1,0
200,34,1.935,12,3,0,0,0,0,0,0
36799,63,4.0824,15,2,1,0,0,1,1,0
0,55,4.5384,10,13,1,0,0,0,0,0
-3592,31,1.602,16,1,0,0,0,0,0,0
-2200,26,1.788,12,1,0,0,0,0,1,0
300,36,4.005,12,5,1,1,0,0,1,0
8100,50,8.46,16,7,1,1,1,0,1,0
-9716,33,2.484,12,7,1,1,0,0,0,0
62000,59,3.6696,14,1,0,0,1,1,0,0
119200,60,5.2767,18,3,1,1,0,1,1,0
150,40,5.0742,12,3,0,0,0,0,1,0
-4100,26,6.171,11,5,1,0,0,0,1,0
20694,56,4.7877,10,2,1,1,0,1,1,0
-1600,38,1.2312,12,1,0,0,0,0,0,0
20,36,0.8976,12,1,0,0,0,0,0,0
400,44,1.5135,12,5,1,1,0,0,0,0
0,41,1.2471,12,1,0,0,1,0,0,0
1667,39,2.5728,14,3,0,0,0,0,0,0
-3150,33,3.6549,17,1,0,0,1,1,1,0
18150,51,5.8245,12,2,1,1,0,0,1,0
1148,46,0.972,12,1,0,0,1,1,0,0
-1500,40,8.6781,16,2,1,1,0,0,1,0
-700,34,2.28,12,2,0,0,0,0,0,0
15645,29,3.1548,15,6,1,0,0,0,1,0
-2249,38,1.0614,13,3,0,0,0,0,1,0
48000,53,1.1538,13,2,0,0,0,0,1,0
-4500,29,1.8,12,1,0,0,0,0,0,0
29771,33,3.0966,13,3,1,0,0,0,1,0
7500,48,2.9496,18,2,0,0,0,1,1,0
-400,42,2.4408,12,1,0,0,0,0,0,0
205,56,1.473,11,1,0,0,1,0,0,0
1100,52,2.7465,16,4,1,0,1,0,1,0
-460,46,0.7767,12,5,1,0,0,0,1,0
0,38,2.16,14,1,0,0,0,0,0,0
0,45,0.9096,12,1,0,0,0,0,0,0
7000,28,3.0879,16,1,0,0,0,1,1,0
0,28,2.16,15,2,0,0,0,0,0,0
-121472,33,4.0902,12,4,1,0,0,0,0,0
-1100,28,1.2306,15,1,0,0,0,0,0,0
399,39,2.5224,12,3,0,0,1,0,0,0
51299,43,8.5575,16,4,1,1,0,0,1,0
-53916,46,7.9392,16,3,1,1,1,0,1,0
-4750,33,3.8073,12,3,1,1,1,0,1,0
300,35,5.475,12,5,1,1,0,0,1,0
900,51,3.606,12,3,1,1,0,0,1,0
-3300,27,3.5745,17,2,1,1,0,0,0,0
2400,28,2.55,12,4,1,0,0,0,0,0
-10642,35,0.8649,13,5,1,0,0,0,0,0
0,43,0.9747,3,6,1,0,0,0,1,0
-15600,30,5.7996,12,2,1,1,0,0,1,0
85,31,0.8088,17,1,0,0,1,0,0,0
50020,52,4.3341,16,2,1,0,0,1,1,0
500,47,3.6,18,2,0,0,0,1,0,0
450,57,4.929,12,4,1,1,0,0,0,0
250,30,5.4744,13,4,1,1,1,0,1,0
3172,43,2.9898,15,4,1,1,0,1,1,0
-105,38,4.2684,14,5,1,1,0,0,0,0
300,38,3.1875,12,4,1,1,1,0,1,0
2956,51,4.8216,18,2,0,0,0,0,1,0
300,28,2.8806,15,3,1,1,0,0,0,0
-3000,26,0.345,8,1,1,0,0,0,0,0
5300,27,2.355,12,3,1,0,0,0,0,0
25290,34,6.6,15,1,0,0,0,0,1,0
-205,26,1.5699,12,1,0,0,1,0,0,0
-501,30,2.2641,18,1,0,0,1,0,0,0
12000,34,1.911,17,1,0,0,0,0,0,0
-1025,35,1.6977,13,2,0,0,1,0,0,0
288,29,1.4274,10,1,0,0,0,0,0,0
-3650,43,1.824,13,2,0,0,0,0,0,0
1200,29,1.854,14,3,1,1,0,0,1,0
850,59,1.8564,16,4,0,0,1,0,1,0
0,25,0.3876,12,2,0,0,0,0,0,0
200,47,2.04,12,6,1,0,0,0,1,0
-3300,32,2.796,12,1,0,0,0,0,0,0
0,28,0.792,13,1,0,0,0,0,0,0
79999,45,6.6,13,2,0,0,1,0,1,0
-17500,48,7.281,12,3,1,1,0,0,0,0
10500,62,5.733,8,3,1,1,0,0,1,0
-3900,25,1.4307,14,1,0,0,0,0,0,0
1488,63,1.86,12,2,1,0,0,0,1,0
0,31,0.8031,10,1,0,0,0,0,0,0
-8000,37,2.85,12,3,0,0,0,0,1,0
-1000,52,2.8191,11,3,1,0,1,0,1,0
-3500,43,8.4,16,1,0,0,0,0,1,0
440,41,3.2472,14,2,0,0,1,0,0,0
4500,40,2.6073,12,1,0,0,1,0,1,0
-1985,29,2.244,12,2,1,0,0,0,1,0
4498,55,5.4729,12,4,1,1,0,0,1,0
2700,36,4.0392,14,6,1,0,0,1,1,0
1059,41,3.8538,12,4,1,1,0,0,1,0
31699,28,3.9336,16,3,1,0,0,0,1,0
-1715,31,1.44,14,3,0,0,1,0,0,0
-7551,42,1.32,14,1,0,0,0,0,1,0
300,49,4.515,12,4,1,0,0,1,1,0
-5800,34,2.5392,12,2,1,0,0,0,1,0
9514,29,3.6666,14,3,1,1,0,1,0,0
111700,50,7.0902,15,4,1,1,0,1,1,0
263,43,1.1452,13,1,0,0,1,0,0,0
-3370,63,2.8908,16,1,0,0,1,0,0,0
3178,34,1.7337,9,4,1,0,0,0,1,0
400,48,3.3921,12,2,0,0,0,0,1,0
1100,25,3.327,17,4,0,0,0,0,0,0
-9998,36,5.619,12,4,1,1,0,1,1,0
-17975,26,5.9199,14,2,1,1,0,0,1,0
0,25,0.156,11,1,0,0,0,0,1,0
2600,39,2.7354,18,3,0,0,1,1,1,0
44159,52,3.3489,13,2,1,1,0,1,1,0
0,26,0.6,12,4,1,0,0,0,0,0
63700,41,5.88,16,2,1,1,0,1,1,0
3330,45,1.5441,8,4,1,1,0,0,1,0
1400,25,1.485,12,1,0,0,0,0,0,0
0,48,0.36,12,4,0,0,0,0,0,0
160,38,2.652,16,4,1,1,1,0,0,0
42500,57,8.7063,13,3,1,0,0,0,1,0
0,25,1.1865,12,5,1,1,0,0,0,0
-930,31,1.26,13,3,0,0,0,0,0,0
-1570,38,0.5607,12,3,0,0,0,0,1,0
3116,46,1.2945,13,3,1,0,0,1,1,0
293,30,3.2931,12,4,1,1,0,0,0,0
5899,43,3.4608,12,4,1,0,0,0,0,0
0,57,2.0091,13,3,1,0,0,0,1,0
-5300,39,5.2416,12,6,1,1,0,0,1,0
876,47,1.0848,12,5,0,0,0,0,1,0
-700,53,2.0412,9,2,1,0,0,0,1,0
12199,27,2.5386,16,1,0,0,0,1,0,0
-950,39,5.865,16,6,1,1,0,0,1,0
97759,46,6.8085,14,2,1,0,0,1,1,0
28000,40,2.922,17,1,0,0,0,0,0,0
0,26,3.06,12,1,0,0,1,0,1,0
0,31,1.377,12,1,0,0,0,0,1,0
2000,40,2.868,12,4,1,0,0,0,1,0
-11055,42,5.5041,14,4,1,1,0,0,0,0
-290,34,1.56,13,4,1,0,0,0,0,0
0,32,1.2828,11,5,0,0,0,0,0,0
-250,49,1.4226,8,3,1,0,0,0,1,0
-4500,38,3.8349,12,4,1,1,0,0,1,0
100,41,4.5624,13,4,1,0,0,0,1,0
-2580,62,1.5051,10,2,1,0,0,0,1,0
3999,28,2.5815,18,3,1,0,0,0,0,0
4,47,1.7172,12,7,1,1,0,0,1,0
5248,51,10.5843,14,3,1,1,0,1,0,0
-2000,47,0.78,12,1,0,0,0,0,0,0
500,34,4.4688,15,4,1,0,0,0,1,0
-1190,34,0.9792,12,2,0,0,0,0,1,0
-2000,30,1.7967,11,4,0,0,0,0,1,0
3600,45,2.94,16,2,0,0,0,0,0,0
-1700,26,3.2748,12,4,1,1,0,0,1,0
-600,34,0.8322,12,2,1,0,0,0,0,0
4000,25,3.417,16,1,0,0,0,0,0,0
21199,39,5.0283,16,4,1,1,1,0,1,0
19900,45,3.1995,14,4,1,0,0,1,0,0
-10300,25,1.9926,18,1,0,0,0,0,0,0
26549,60,2.742,11,2,1,0,0,1,1,0
-1501,25,3.6168,12,3,1,1,1,0,1,0
-661,57,1.8132,11,4,1,0,0,0,0,0
2559,34,2.4915,12,7,1,0,0,0,1,0
1600,29,4.5975,14,4,1,1,0,0,0,0
-8593,29,3.0495,15,6,1,0,0,0,1,0
2600,61,1.6056,8,5,0,0,0,0,1,0
-24400,30,4.518,18,1,0,0,1,0,1,0
1500,49,2.3271,18,2,0,0,1,0,0,0
-5800,43,3.7215,16,2,0,0,1,0,1,0
8700,53,1.4124,10,3,0,0,1,1,0,0
19747,36,0.1137,16,5,1,0,0,1,1,0
0,35,0.9102,15,2,0,0,0,0,0,0
0,37,0.9828,12,3,0,0,0,0,0,0
-3100,27,2.4651,14,1,0,0,0,0,1,0
-100,28,1.659,15,1,0,0,0,0,0,0
23149,60,2.2512,12,1,0,0,0,0,1,0
-450,30,1.6413,14,3,1,1,0,0,0,0
2349,46,5.9631,13,2,0,0,0,0,1,0
3499,56,1.4748,12,1,0,0,0,0,1,0
0,56,3.096,12,3,1,0,0,0,1,0
-4146,32,1.7034,12,7,1,0,0,0,0,0
-4928,33,3.318,13,5,1,1,0,0,1,0
1499,39,3.186,12,2,0,0,1,0,0,0
15499,44,5.625,12,4,1,0,0,1,1,0
202747,36,4.8573,18,3,1,0,0,1,1,0
-784,41,2.28,12,1,0,0,0,0,0,0
-400,47,1.3635,6,7,1,1,0,0,1,0
5350,43,5.2803,14,4,1,1,1,0,1,0
-2100,33,2.2764,11,4,1,1,0,0,1,0
-5000,50,5.7024,13,4,1,1,0,0,0,0
0,31,0.438,5,5,0,0,0,0,0,0
1800,52,2.7939,7,7,0,0,1,0,1,0
-3151,29,4.6575,14,2,1,1,0,1,1,0
53700,26,3.6309,16,4,1,1,0,0,0,0
0,40,1.0902,15,4,0,0,0,0,0,0
300,33,2.856,12,4,1,1,0,0,0,0
0,25,3.0651,15,1,0,0,0,0,1,0
12000,30,2.2074,12,1,0,0,0,0,1,0
-9360,44,2.4057,12,5,1,1,0,0,1,0
-473,31,0.9024,12,3,0,0,0,0,0,0
2823,40,4.1568,12,2,1,1,0,0,1,0
-2551,64,1.2069,12,4,1,0,0,0,1,0
5800,49,5.7615,14,2,1,1,0,0,1,0
550,34,6.5505,13,4,1,1,0,0,1,0
950,35,2.7624,12,5,1,0,0,0,1,0
24000,37,4.818,18,4,1,0,0,1,1,0
54719,61,2.7654,14,1,0,0,0,1,1,0
3800,43,4.4934,12,3,1,1,0,0,1,0
189400,58,3.915,13,2,1,0,0,1,1,0
840,59,1.2921,9,1,0,0,0,0,1,0
-600,37,1.338,12,3,0,0,0,0,0,0
0,30,1.569,9,5,1,1,0,0,0,0
10800,43,3.7392,16,6,1,1,0,1,0,0
200,32,2.1399,10,1,0,0,0,0,0,0
-1000,45,1.326,12,1,0,0,0,0,1,0
-1300,52,2.736,13,4,1,0,0,0,1,0
-1640,32,3.5955,6,2,1,0,0,0,1,0
14900,44,7.8099,17,5,1,1,1,1,1,0
-128,32,2.208,10,3,1,1,0,0,0,0
0,37,0.7563,12,5,1,1,0,0,0,0
1200,50,2.8254,9,5,1,1,0,0,0,0
8030,48,4.7637,13,2,0,0,0,1,1,0
3975,61,5.706,12,2,1,1,1,0,1,0
-1700,41,1.71,18,1,0,0,0,0,0,0
5980,59,6.4956,18,3,1,1,0,1,1,0
0,34,3.468,12,1,0,0,0,0,1,0
99760,62,5.7081,18,3,1,0,0,1,1,0
-285,37,1.3464,12,5,1,0,0,0,1,0
-9300,27,9.795,12,1,0,0,1,0,0,0
-8301,39,2.8836,18,2,0,0,0,0,0,0
38678,32,9.3954,16,4,1,1,0,1,0,0
0,28,1.632,12,2,1,0,0,0,0,0
25850,42,6.3858,17,3,1,1,1,1,1,0
2500,40,-0.0009,14,7,1,0,0,0,1,0
-850,31,3.5856,12,5,1,0,0,0,0,0
0,60,0.7452,9,4,0,0,0,0,1,0
5756,53,7.0374,18,2,1,1,1,0,1,0
19200,51,3.0516,12,3,1,0,0,0,1,0
-5300,25,1.3254,15,1,0,0,1,0,0,0
-960,33,1.92,6,6,1,0,0,0,0,0
173,57,1.4292,12,1,0,0,0,0,1,0
1600,45,2.532,12,2,0,0,0,0,1,0
0,31,1.428,12,1,0,0,0,0,1,0
1200,28,1.2672,16,2,0,0,1,0,0,0
200,46,1.944,12,4,0,0,0,0,1,0
-3151,43,1.788,12,3,0,0,0,0,1,0
-980,55,1.059,12,3,0,0,1,0,1,0
12000,30,3.7101,12,4,1,0,0,0,1,0
-273,39,0.7806,9,4,1,0,0,0,1,0
0,25,1.02,9,1,0,0,0,0,0,0
18500,58,2.2443,12,2,1,0,0,1,1,0
200,41,1.29,9,1,0,0,0,0,0,0
-3600,34,2.1816,14,4,0,0,0,0,0,0
2220,59,0.7164,11,1,0,0,1,1,1,0
0,25,2.6268,10,3,1,1,0,0,0,0
0,61,0,16,3,1,0,0,0,1,0
0,35,1.242,12,2,0,0,1,0,0,0
-1200,29,3.0489,12,4,1,1,0,0,1,0
-2430,35,2.664,12,3,1,1,0,0,1,0
499,29,2.043,12,1,0,0,0,0,0,0
79998,57,3.804,12,1,0,0,0,1,1,0
6750,55,5.532,12,3,1,1,1,1,1,0
0,30,0.5214,12,3,0,0,0,0,0,0
38800,44,6.1455,12,4,1,1,1,1,1,0
377500,54,11.0892,12,2,1,1,0,1,1,0
5300,42,3.3075,16,3,0,0,1,1,1,0
-13950,37,2.733,13,4,1,0,0,0,0,0
18850,36,5.229,12,4,1,1,0,1,1,0
-1000,29,1.035,16,6,1,0,0,0,0,0
-39915,44,3.4686,15,5,1,0,0,0,1,0
9900,30,7.3458,18,1,0,0,1,0,0,0
3599,54,1.902,9,1,0,0,1,0,0,0
-1801,27,1.4286,10,2,0,0,0,0,0,0
-3016,59,1.2906,13,1,0,0,0,0,0,0
0,52,1.0599,10,5,1,1,0,0,0,0
-2500,34,2.7294,9,2,0,0,0,0,0,0
0,32,0.624,11,2,0,0,0,0,0,0
13100,39,3.0825,15,1,0,0,0,1,1,0
0,36,0.867,11,2,0,0,0,0,0,0
77000,35,3.1398,17,4,1,0,0,1,1,0
67000,52,2.778,15,1,0,0,0,0,0,0
166113,54,9.228,17,3,1,0,0,1,1,0
14,25,0.3723,12,2,0,0,0,0,1,0
4000,58,1.989,8,2,1,0,0,0,1,0
207012,60,5.6712,16,2,1,0,0,1,1,0
6930,60,3.6966,13,2,1,1,0,0,1,0
3000,28,3.2034,12,2,1,0,0,0,1,0
0,49,1.8153,12,4,1,0,0,0,0,0
310,26,1.9074,13,1,0,0,0,0,0,0
1000,34,10.2996,18,3,1,1,0,0,1,0
-5450,28,3.021,12,1,0,0,0,0,0,0
-16910,28,0.9624,12,4,1,0,0,0,0,0
3203,48,2.5662,12,2,1,0,0,0,1,0
600,61,1.1424,9,1,0,0,1,0,1,0
34883,62,1.3836,12,2,0,0,0,1,1,0
-11650,33,5.9172,13,5,1,1,1,1,1,0
0,40,2.4687,18,1,0,0,0,0,0,0
499,40,1.803,12,3,0,0,0,0,0,0
-2670,36,2.1525,13,1,0,0,0,1,1,0
0,29,0.84,10,4,0,0,0,0,0,0
-200,43,1.1931,6,7,1,1,0,0,0,0
-6451,33,3.4269,13,4,1,1,0,0,1,0
24200,32,2.2392,16,1,0,0,0,1,0,0
10,29,1.848,12,2,0,0,0,0,0,0
29599,51,2.8659,14,1,0,0,1,0,0,0
61010,52,3.2634,16,5,0,0,0,0,1,0
11700,46,3.0492,11,4,0,0,0,0,1,0
-150,35,1.461,12,1,0,0,0,0,0,0
1930,25,1.6032,14,2,0,0,0,0,0,0
-450,53,2.16,12,1,0,0,0,0,0,0
750,63,2.658,11,2,0,0,0,0,0,0
-5371,60,0.5436,6,2,0,0,0,0,0,0
3199,39,1.6167,12,4,1,0,0,0,1,0
50700,50,7.626,17,3,1,1,1,1,1,0
-4000,30,3.4041,12,2,1,1,0,0,1,0
4998,30,4.4502,12,5,1,1,0,0,1,0
-3500,42,7.1046,13,6,1,1,0,0,0,0
54869,49,1.8729,12,5,1,0,0,0,1,0
499,41,2.6022,15,2,0,0,1,0,0,0
-3201,34,3.5868,13,4,1,1,0,0,1,0
900,41,2.862,12,4,1,0,1,0,1,0
-4300,36,1.0944,13,4,1,1,0,0,0,0
7799,57,1.2516,14,4,1,1,0,0,1,0
9885,53,2.2872,12,6,1,1,0,0,1,0
11899,49,3.9681,13,3,0,0,0,0,0,0
0,28,4.278,12,3,1,1,1,0,1,0
-2602,32,5.2602,16,4,1,1,1,0,1,0
1635,32,2.5494,18,1,0,0,1,0,0,0
-2800,28,1.77,12,3,0,0,0,0,0,0
999,45,4.494,12,3,1,1,0,0,1,0
1825,28,3.09,12,4,1,1,0,1,1,0
15499,38,9.363,18,4,1,1,1,0,1,0
-46500,46,1.9704,16,3,0,0,0,0,1,0
100,58,1.2255,7,1,0,0,0,0,0,0
-190,43,4.74,18,3,0,0,1,0,1,0
173,62,1.4904,12,1,0,0,0,0,1,0
-17300,49,3.3567,12,3,1,0,0,0,1,0
0,25,3.6546,15,1,1,0,0,0,0,0
500,28,2.4258,13,3,1,1,0,0,1,0
11199,37,4.3968,12,4,1,1,1,1,1,0
-1550,34,3.3543,12,4,1,1,0,0,1,0
16610,54,3.3267,13,1,0,0,0,0,0,0
0,41,2.1096,12,5,1,1,0,0,1,0
-420,30,3.0951,6,3,1,1,0,0,0,0
-1208,60,1.0665,16,2,0,0,1,0,1,0
-2550,47,2.1612,14,3,0,0,0,0,1,0
270,41,3.6162,16,1,0,0,1,0,0,0
-4915,33,2.0736,13,1,0,0,1,0,0,0
-551,49,2.1648,12,3,0,0,0,0,1,0
7,51,3.3474,12,2,1,1,1,0,1,0
-3348,43,4.3962,13,3,1,1,0,0,1,0
0,54,1.044,8,2,0,0,0,0,0,0
95,52,4.845,12,4,1,0,0,0,1,0
13000,30,6.7125,16,2,1,1,0,1,0,0
1900,28,2.073,14,4,1,1,0,0,0,0
-475,26,2.82,10,4,1,1,0,0,0,0
-4975,37,3.7668,16,3,1,0,0,0,1,0
-1300,38,6.63,12,5,1,1,1,0,1,0
22474,40,12.675,18,3,1,1,1,1,1,0
-690,45,3.3084,10,2,0,0,0,0,1,0
12759,60,1.3788,12,1,0,0,1,0,1,0
10700,31,4.7154,16,3,1,0,0,0,1,0
0,61,1.1844,15,3,1,0,0,0,0,0
-75,27,0.8103,12,1,0,0,0,0,0,0
53500,32,6.963,16,1,0,0,0,1,1,0
1750,52,2.8776,12,5,1,1,0,0,1,0
8724,33,7.7007,18,2,1,1,1,0,1,0
-5919,35,2.2473,15,4,1,1,0,0,1,0
0,33,0.6375,12,1,0,0,0,0,1,0
24999,28,3.39,15,1,0,0,0,0,0,0
949,27,2.5782,12,1,0,0,0,0,1,0
11030,54,1.3872,16,2,0,0,1,0,0,0
-170,31,1.2138,12,2,0,0,0,0,0,0
6000,46,5.8992,18,1,0,0,1,1,1,0
-1149,37,2.268,14,4,1,0,0,0,1,0
0,47,4.8954,18,1,0,0,1,0,0,0
250,30,0.645,13,1,0,0,0,0,0,0
-120,27,1.0725,12,5,1,0,0,0,0,0
55000,46,8.022,18,5,1,1,1,1,1,0
-8300,42,1.7952,12,3,0,0,1,0,0,0
-5000,51,2.6106,13,2,1,1,1,0,1,0
-1900,26,1.9251,16,2,1,1,0,0,0,0
0,25,0.867,3,10,0,0,0,0,0,0
-494,51,2.9235,13,2,1,1,1,0,1,0
4350,26,2.304,18,1,0,0,0,0,0,0
-6875,44,2.7411,12,6,1,1,0,0,1,0
695,48,3.4941,12,3,1,1,0,0,1,0
-300,28,1.0698,14,5,1,0,0,0,0,0
125199,56,5.7984,16,2,1,1,1,1,1,0
52850,52,5.103,13,3,1,0,1,1,1,0
158206,53,4.0827,12,4,1,1,0,1,1,0
-6600,34,3.4932,14,5,1,1,0,0,0,0
515,31,3.2871,12,4,1,0,0,0,1,0
31700,35,5.1372,15,3,1,1,0,1,1,0
500,60,0.255,8,2,0,0,0,0,1,0
69100,52,6.2526,14,2,1,1,1,1,1,0
-6700,25,6.0495,13,2,1,1,0,0,0,0
-143500,34,6.36,17,1,0,0,0,0,0,0
500,61,2.364,10,2,1,1,0,0,1,0
710,31,3.9891,15,2,1,0,0,0,0,0
200,63,1.4754,1,5,0,0,0,0,1,0
0,33,0.9855,9,5,1,0,0,0,0,0
-25100,38,3.6924,10,3,1,1,0,0,1,0
28359,47,3.6768,16,2,0,0,1,1,1,0
-790,42,1.464,13,1,0,0,0,0,0,0
3500,33,1.9236,17,1,0,0,1,0,0,0
-500,64,2.6424,10,3,1,0,0,0,1,0
-9176,37,3.573,13,3,1,1,0,0,1,0
300,60,0.7116,8,1,0,0,0,0,0,0
15150,31,2.8248,14,1,0,0,1,0,1,0
9750,43,2.2578,14,2,1,1,1,1,0,0
-2700,28,0.051,16,1,0,0,0,0,0,0
13000,51,3.4656,16,3,0,0,0,0,0,0
-1100,61,1.746,8,3,1,1,0,0,0,0
2470,52,3.9186,12,2,1,1,0,0,1,0
2010,62,2.0796,14,2,1,0,0,0,1,0
46850,50,4.0578,16,2,1,0,0,1,1,0
15932,35,1.7877,16,1,0,0,0,1,0,0
0,40,1.02,11,1,0,0,0,0,0,0
68248,44,10.3455,14,1,0,0,1,0,1,0
6263,35,1.6113,12,5,1,0,0,1,1,0
0,41,4.104,14,1,0,0,0,0,0,0
48250,38,4.4754,12,4,1,1,0,1,1,0
34798,55,3.873,12,2,1,0,0,1,1,0
-5000,28,2.094,12,4,1,1,0,0,0,0
4000,41,4.6719,18,5,1,1,0,0,1,0
0,45,1.1766,7,5,1,0,0,0,1,0
-1501,57,2.7927,7,4,1,1,0,0,1,0
1250,37,1.9455,12,1,0,0,1,1,0,0
13750,38,11.3508,18,3,1,1,0,1,1,0
-1980,28,1.8525,12,5,1,0,0,0,1,0
4499,51,4.0011,12,2,1,0,0,0,0,0
1142,27,3.8442,17,2,1,1,1,0,0,0
20,34,1.2,12,5,0,0,0,0,0,0
-10900,30,1.65,11,3,1,0,0,0,0,0
35,57,2.244,6,5,1,1,0,0,1,0
3100,60,1.7124,12,2,0,0,0,0,0,0
4420,41,10.44,12,2,1,1,0,0,1,0
0,58,1.1433,12,2,1,0,0,0,0,0
14999,44,2.7411,16,4,1,1,0,1,1,0
1400,43,2.8005,16,3,0,0,1,1,1,0
4500,42,9.4455,18,5,1,1,1,1,1,0
-1000,37,1.4172,12,6,1,0,0,0,0,0
4300,41,3.156,12,3,1,1,0,0,1,0
14499,42,5.0835,12,4,1,1,0,1,1,0
0,34,4.89,12,4,1,1,0,0,1,0
0,26,1.545,12,4,1,0,0,0,0,0
-2088,61,0.6132,11,2,0,0,0,0,0,0
164,28,0.3711,12,2,0,0,0,0,0,0
0,36,1.14,11,2,0,0,0,0,0,0
482,25,1.3182,16,3,1,0,0,0,0,0
270,55,2.1765,12,1,0,0,0,0,0,0
89328,43,9.6336,18,4,1,1,0,1,1,0
500,56,3.9375,12,3,1,0,0,0,1,0
16000,46,5.196,12,12,1,0,0,0,1,0
6500,60,1.0368,12,1,0,0,0,0,0,0
0,58,2.0016,5,2,1,0,0,0,0,0
-100,33,4.2183,14,1,0,0,0,0,0,0
60593,59,7.6899,12,2,1,0,0,1,1,0
-4950,45,3.0246,14,3,0,0,1,0,0,0
7499,55,-0.2652,12,4,0,0,0,0,1,0
0,32,0.3504,12,5,1,0,0,0,0,0
-4000,30,5.304,15,4,1,1,1,0,1,0
91099,61,3.9645,14,2,1,0,0,1,1,0
-2171,31,2.6175,13,5,1,1,0,0,0,0
4600,63,2.7585,16,2,1,0,1,1,1,0
100099,57,3.084,12,2,1,0,0,0,1,0
3100,30,3.021,16,2,0,0,0,1,0,0
0,51,1.275,11,2,0,0,0,0,0,0
-13000,27,1.9962,12,2,0,0,0,0,0,0
-2384,36,1.7883,16,1,0,0,0,0,1,0
20270,33,5.6808,18,1,0,0,1,1,1,0
-300,35,1.6815,13,1,0,0,0,0,0,0
-1700,28,1.1688,12,3,0,0,0,0,0,0
400,28,2.5014,12,1,0,0,0,0,0,0
-2000,44,4.4268,14,3,1,1,0,0,1,0
-3050,34,1.6977,14,5,1,0,0,0,1,0
13399,28,0.5412,12,1,0,0,0,0,0,0
3400,28,1.707,10,4,1,1,0,0,1,0
200,40,3.0012,9,5,1,1,0,0,0,0
3300,49,2.0082,16,4,1,0,0,1,1,0
-3899,25,6.5262,14,2,1,1,0,0,1,0
-10990,26,5.2497,16,2,1,1,0,0,0,0
0,25,1.98,9,1,0,0,1,0,1,0
73509,35,4.776,12,5,1,0,0,1,1,0
-40,49,1.557,7,1,0,0,0,0,0,0
-4135,29,1.9206,12,5,1,0,0,0,0,0
500,30,8.955,18,2,1,1,0,0,1,0
250,44,0.7962,3,6,1,0,0,0,0,0
-150,64,2.3832,8,4,1,1,0,0,1,0
15671,44,6.0201,13,3,1,1,1,1,1,0
7500,40,3.288,12,5,1,0,0,0,1,0
-600,30,3.6066,10,2,1,1,0,0,1,0
15037,64,4.2864,12,2,1,0,0,1,1,0
-1000,49,3.672,16,2,1,0,0,0,1,0
33499,41,3,16,3,0,0,0,1,1,0
0,25,1.1112,12,4,1,0,0,0,0,0
-1200,27,5.832,12,3,1,1,1,1,0,0
0,32,1.224,12,2,0,0,0,0,0,0
0,31,2.8467,11,3,1,1,1,0,0,0
-600,27,3.2436,12,4,1,1,0,0,1,0
9145,35,5.2641,18,4,1,0,1,0,0,0
-3000,38,4.2552,16,3,1,1,1,0,1,0
-5700,35,3.162,14,3,1,1,0,0,0,0
10700,39,4.212,15,4,1,1,0,1,1,0
4500,31,1.4712,12,1,0,0,0,0,0,0
56919,37,3.7302,12,2,1,1,0,1,1,0
1400,59,1.8936,8,3,1,0,1,0,1,0
-20001,43,6.5973,12,6,1,1,0,0,1,0
17900,43,2.3082,17,1,0,0,1,1,1,0
24500,44,5.2065,12,5,1,1,0,0,1,0
350,35,1.7913,17,1,0,0,0,0,0,0
-3000,54,1.4871,12,2,0,0,0,0,0,0
-1600,36,0.8004,12,5,1,0,0,0,0,0
0,27,1.224,6,4,1,0,0,0,1,0
