id,y,region,usuario,antiguedad,genero
2466,0,RegionC,Ligero,21.80387069,Hombre
2467,1,RegionB,Pesado,23.25671736,Hombre
2468,1,RegionB,Ligero,32.35505523,Hombre
2469,0,RegionC,Pesado,59.88965716,Hombre
2470,1,RegionA,Ligero,22.47073701,Mujer
2471,0,RegionA,Pesado,49.22544092,Hombre
2472,0,RegionC,Ligero,58.43061714,Mujer
2473,0,RegionC,Ligero,39.97602072,Hombre
2474,0,RegionB,Ligero,39.77734914,Hombre
2475,0,RegionB,Ligero,47.48677215,Hombre
2476,1,RegionC,Ligero,21.32474784,Hombre
2477,0,RegionC,Ligero,53.95827196,Hombre
2478,0,RegionC,Ligero,50.12454047,Hombre
2479,0,RegionB,Ligero,30.86878504,Hombre
2480,1,RegionB,Ligero,54.98064137,Hombre
2481,1,RegionC,Pesado,20.9048368,Mujer
2482,0,RegionA,Ligero,30.4932643,Hombre
2483,0,RegionC,Ligero,58.70687941,Mujer
2484,1,RegionB,Pesado,41.30315693,Mujer
2485,0,RegionC,Pesado,47.11462327,Mujer
2486,0,RegionA,Ligero,51.14889831,Hombre
2487,0,RegionC,Ligero,31.18538225,Hombre
2488,1,RegionC,Pesado,32.10306959,Mujer
2489,0,RegionB,Pesado,40.2076412,Hombre
2490,1,RegionC,Pesado,61.38777254,Hombre
2491,0,RegionA,Ligero,56.06539115,Hombre
2492,0,RegionA,Ligero,35.08662692,Mujer
2493,0,RegionB,Ligero,41.46667536,Mujer
2494,1,RegionB,Ligero,24.15492488,Mujer
2495,0,RegionC,Pesado,28.09494727,Mujer
2496,0,RegionA,Pesado,40.13342182,Hombre
2497,0,RegionB,Ligero,42.38239431,Mujer
2498,0,RegionB,Ligero,50.12694961,Mujer
2499,0,RegionC,Ligero,58.55986745,Mujer
2500,0,RegionB,Ligero,50.78613843,Mujer
2501,0,RegionA,Ligero,18.05647254,Mujer
2502,0,RegionC,Ligero,16.39761532,Mujer
2503,0,RegionA,Ligero,41.80116755,Hombre
2504,1,RegionB,Ligero,17.9074884,Mujer
2505,1,RegionA,Pesado,49.27212994,Hombre
2506,0,RegionC,Ligero,45.35777919,Mujer
2507,1,RegionC,Ligero,20.84143456,Mujer
2508,1,RegionC,Ligero,41.19919061,Mujer
2509,0,RegionC,Pesado,32.91329763,Hombre
2510,0,RegionA,Ligero,18.03871059,Hombre
2511,0,RegionA,Ligero,45.31773536,Hombre
2512,1,RegionA,Ligero,50.57316998,Hombre
2513,0,RegionC,Pesado,28.69793232,Mujer
2514,0,RegionC,Ligero,25.66435585,Hombre
2515,1,RegionB,Ligero,37.31714506,Hombre
2516,0,RegionC,Ligero,40.67580575,Hombre
2517,1,RegionB,Pesado,31.42477707,Hombre
2518,0,RegionA,Ligero,25.40063866,Mujer
2519,0,RegionA,Ligero,52.77717273,Mujer
2520,0,RegionA,Pesado,29.34764569,Hombre
2521,0,RegionC,Ligero,24.46223746,Mujer
2522,0,RegionB,Pesado,45.02889037,Mujer
2523,0,RegionA,Ligero,57.06155209,Mujer
2524,0,RegionB,Ligero,58.34801453,Hombre
2525,1,RegionB,Ligero,35.0183533,Mujer
2526,0,RegionB,Ligero,41.47520441,Hombre
2527,1,RegionB,Ligero,39.12422113,Hombre
2528,0,RegionC,Ligero,42.35246801,Mujer
2529,0,RegionB,Ligero,38.1024888,Hombre
2530,1,RegionA,Ligero,61.3448161,Mujer
2531,0,RegionB,Pesado,38.50971053,Hombre
2532,0,RegionA,Pesado,64.12560197,Mujer
2533,0,RegionA,Ligero,30.79157441,Hombre
2534,0,RegionA,Ligero,33.5088472,Mujer
2535,1,RegionA,Ligero,36.46319461,Hombre
2536,0,RegionA,Ligero,29.20083027,Mujer
2537,0,RegionC,Ligero,30.06170589,Mujer
2538,1,RegionB,Ligero,55.25129472,Hombre
2539,1,RegionC,Pesado,35.30136824,Hombre
2540,0,RegionC,Pesado,46.90254306,Hombre
2541,1,RegionB,Pesado,25.60721427,Mujer
2542,1,RegionA,Ligero,49.68383808,Hombre
2543,1,RegionB,Ligero,38.42566514,Hombre
2544,1,RegionB,Pesado,58.47052927,Mujer
2545,1,RegionC,Pesado,40.22403008,Hombre
2546,1,RegionA,Ligero,53.35898421,Mujer
2547,1,RegionA,Ligero,23.9751973,Hombre
2548,0,RegionA,Ligero,26.75852174,Hombre
2549,1,RegionB,Pesado,59.2440067,Hombre
2550,1,RegionC,Ligero,31.11575388,Mujer
2551,1,RegionB,Pesado,59.80352632,Mujer
2552,0,RegionB,Pesado,26.37661008,Mujer
2553,1,RegionB,Pesado,44.59571419,Mujer
2554,1,RegionC,Pesado,64.65967568,Hombre
2555,1,RegionA,Ligero,46.06891091,Mujer
2556,0,RegionB,Ligero,29.2182939,Mujer
2557,1,RegionB,Ligero,53.20294771,Hombre
2558,1,RegionB,Ligero,24.17243848,Mujer
2559,0,RegionA,Ligero,27.81666822,Hombre
2560,0,RegionC,Ligero,54.02627527,Mujer
2561,0,RegionC,Ligero,37.96104078,Hombre
2562,0,RegionB,Ligero,45.48401256,Mujer
2563,0,RegionC,Pesado,38.54565623,Hombre
2564,0,RegionC,Ligero,49.76089997,Hombre
2565,1,RegionA,Ligero,52.62319302,Hombre
2566,0,RegionA,Ligero,36.85859482,Mujer
2567,0,RegionA,Ligero,46.80802192,Hombre
2568,1,RegionB,Ligero,20.38082969,Hombre
2569,0,RegionC,Ligero,37.41651018,Mujer
2570,0,RegionC,Ligero,54.58918998,Hombre
2571,0,RegionC,Pesado,23.99453624,Mujer
2572,0,RegionC,Ligero,48.94376319,Mujer
2573,0,RegionB,Pesado,41.30923813,Hombre
2574,0,RegionA,Ligero,57.33309834,Mujer
2575,0,RegionB,Ligero,38.78241675,Hombre
2576,1,RegionB,Ligero,28.78605152,Hombre
2577,0,RegionA,Ligero,22.13486581,Mujer
2578,0,RegionA,Ligero,56.73253779,Mujer
2579,1,RegionB,Ligero,23.92847505,Mujer
2580,1,RegionA,Ligero,38.06081843,Mujer
2581,1,RegionB,Ligero,56.08377734,Hombre
2582,0,RegionB,Ligero,54.42204982,Hombre
2583,0,RegionA,Ligero,35.76976466,Mujer
2584,0,RegionC,Pesado,31.24739357,Mujer
2585,0,RegionA,Ligero,46.30391238,Hombre
2586,1,RegionC,Ligero,46.60259696,Hombre
2587,1,RegionC,Pesado,35.61359222,Mujer
2588,1,RegionB,Ligero,63.54866185,Hombre
2589,0,RegionB,Pesado,30.42624325,Hombre
2590,0,RegionA,Pesado,49.28205036,Mujer
2591,1,RegionA,Ligero,40.38057891,Mujer
2592,0,RegionB,Ligero,44.0420994,Mujer
2593,0,RegionB,Ligero,50.35084617,Mujer
2594,1,RegionC,Ligero,51.72378171,Hombre
2595,1,RegionB,Pesado,60.86994854,Hombre
2596,0,RegionA,Ligero,32.14150984,Mujer
2597,0,RegionA,Pesado,35.03251377,Hombre
2598,0,RegionC,Pesado,40.80062686,Mujer
2599,1,RegionB,Pesado,34.00094665,Mujer
2600,1,RegionC,Ligero,34.04740437,Hombre
2601,1,RegionB,Ligero,49.44055994,Hombre
2602,0,RegionB,Ligero,36.47687988,Hombre
2603,0,RegionC,Ligero,42.7760481,Hombre
2604,1,RegionC,Pesado,45.83867649,Hombre
2605,1,RegionB,Ligero,42.72833364,Hombre
2606,0,RegionB,Pesado,38.06334072,Hombre
2607,0,RegionB,Ligero,48.87690667,Hombre
2608,0,RegionC,Pesado,45.98891486,Hombre
2609,1,RegionC,Ligero,25.31442309,Mujer
2610,0,RegionC,Pesado,27.73413066,Hombre
2611,1,RegionA,Ligero,37.10932999,Hombre
2612,0,RegionB,Pesado,55.77432117,Hombre
2613,0,RegionC,Ligero,61.48682902,Mujer
2614,1,RegionC,Ligero,28.54923475,Hombre
2615,1,RegionB,Ligero,41.80990869,Hombre
2616,1,RegionC,Pesado,46.48595961,Mujer
2617,0,RegionA,Ligero,31.05628957,Hombre
2618,0,RegionB,Ligero,57.32397346,Hombre
2619,0,RegionA,Ligero,20.58000399,Mujer
2620,0,RegionB,Ligero,28.81071181,Hombre
2621,0,RegionC,Ligero,47.40879845,Mujer
2622,1,RegionB,Pesado,20.7923152,Mujer
2623,1,RegionB,Ligero,37.24814547,Hombre
2624,0,RegionC,Ligero,50.09257217,Mujer
2625,1,RegionA,Ligero,32.62224744,Mujer
2626,0,RegionB,Pesado,33.32929436,Hombre
2627,1,RegionB,Pesado,51.83522496,Mujer
2628,0,RegionA,Ligero,34.91582143,Hombre
2629,1,RegionA,Pesado,19.01864893,Mujer
2630,0,RegionB,Pesado,40.79717337,Mujer
2631,0,RegionA,Pesado,47.03763372,Hombre
2632,1,RegionB,Ligero,54.9328618,Hombre
2633,1,RegionA,Ligero,49.88120305,Mujer
2634,1,RegionA,Ligero,65.0968818,Mujer
2635,0,RegionC,Ligero,56.01235539,Mujer
2636,0,RegionA,Ligero,43.37754655,Hombre
2637,0,RegionA,Ligero,39.85574845,Hombre
2638,0,RegionA,Ligero,59.37344492,Hombre
2639,0,RegionB,Ligero,26.41618836,Hombre
2640,1,RegionC,Ligero,36.18317172,Hombre
2641,1,RegionB,Ligero,42.61737583,Mujer
2642,1,RegionA,Ligero,52.82027699,Hombre
2643,0,RegionC,Ligero,60.20005753,Mujer
2644,1,RegionB,Ligero,24.30244461,Hombre
2645,1,RegionA,Ligero,70.9127336,Mujer
2646,0,RegionC,Ligero,25.38417373,Mujer
2647,0,RegionC,Ligero,24.13179354,Mujer
2648,1,RegionB,Ligero,16.07780708,Hombre
2649,1,RegionA,Ligero,29.22338952,Mujer
2650,0,RegionB,Pesado,43.61747783,Mujer
2651,1,RegionC,Pesado,18.97662067,Hombre
2652,1,RegionC,Ligero,56.43681451,Mujer
2653,1,RegionB,Ligero,34.17178406,Mujer
2654,0,RegionC,Ligero,61.6651673,Mujer
2655,1,RegionB,Ligero,33.06636013,Mujer
2656,0,RegionA,Ligero,26.43202728,Mujer
2657,1,RegionC,Ligero,42.38084308,Mujer
2658,0,RegionB,Ligero,23.71860737,Mujer
2659,1,RegionA,Ligero,46.89238005,Mujer
2660,0,RegionC,Pesado,50.67002786,Mujer
2661,1,RegionC,Ligero,12.25710965,Mujer
2662,0,RegionC,Ligero,52.58962141,Mujer
2663,0,RegionC,Ligero,27.8359092,Mujer
2664,0,RegionC,Ligero,40.998631,Mujer
2665,0,RegionB,Ligero,48.81770003,Hombre
2666,0,RegionA,Pesado,32.38193987,Mujer
2667,0,RegionA,Ligero,49.89999343,Mujer
2668,0,RegionC,Pesado,27.41077816,Mujer
2669,0,RegionB,Ligero,57.15151251,Hombre
2670,1,RegionC,Ligero,44.58621265,Hombre
2671,1,RegionB,Ligero,35.42769105,Mujer
2672,1,RegionA,Ligero,23.53808306,Hombre
2673,1,RegionA,Pesado,28.28036172,Mujer
2674,0,RegionA,Ligero,37.26333376,Mujer
2675,0,RegionC,Ligero,35.37392791,Mujer
2676,1,RegionB,Pesado,23.59474156,Mujer
2677,1,RegionB,Ligero,58.71766181,Hombre
2678,1,RegionC,Ligero,28.53046702,Mujer
2679,0,RegionA,Ligero,52.1912697,Mujer
2680,0,RegionB,Ligero,25.6023148,Mujer
2681,0,RegionC,Pesado,52.65986661,Hombre
2682,0,RegionC,Ligero,36.83584628,Mujer
2683,0,RegionC,Ligero,51.9912427,Hombre
2684,1,RegionA,Ligero,53.15505564,Mujer
2685,1,RegionB,Ligero,46.13652524,Hombre
2686,0,RegionA,Ligero,23.82021124,Hombre
2687,0,RegionC,Ligero,24.1128812,Mujer
2688,0,RegionC,Ligero,36.10762791,Hombre
2689,0,RegionC,Ligero,45.63591863,Hombre
2690,0,RegionC,Pesado,29.51592761,Hombre
2691,1,RegionB,Ligero,55.84770326,Mujer
2692,1,RegionB,Pesado,43.3776749,Hombre
2693,1,RegionB,Ligero,28.48951009,Hombre
2694,0,RegionC,Ligero,51.68879263,Mujer
2695,1,RegionC,Ligero,52.5815711,Hombre
2696,0,RegionC,Ligero,24.59695448,Mujer
2697,1,RegionC,Pesado,39.84445747,Mujer
2698,1,RegionC,Ligero,35.31784706,Hombre
2699,0,RegionC,Ligero,38.42519742,Hombre
2700,0,RegionC,Ligero,43.28059013,Mujer
2701,1,RegionC,Pesado,34.59986799,Hombre
2702,1,RegionB,Ligero,46.59846984,Mujer
2703,0,RegionB,Pesado,44.27225906,Mujer
2704,1,RegionA,Pesado,11.56919383,Hombre
2705,1,RegionB,Ligero,23.31747351,Mujer
2706,0,RegionC,Ligero,32.13933023,Mujer
2707,0,RegionC,Ligero,20.27264537,Mujer
2708,0,RegionC,Pesado,34.40295548,Mujer
2709,0,RegionB,Ligero,33.98052071,Mujer
2710,0,RegionA,Pesado,28.31464493,Hombre
2711,0,RegionB,Ligero,68.81416197,Hombre
2712,0,RegionB,Ligero,17.02648416,Hombre
2713,0,RegionC,Ligero,52.85247755,Mujer
2714,1,RegionB,Ligero,11.81121558,Mujer
2715,0,RegionB,Pesado,29.06656544,Hombre
2716,0,RegionA,Ligero,32.15740535,Mujer
2717,1,RegionB,Ligero,27.37636227,Hombre
2718,0,RegionA,Pesado,35.54533727,Hombre
2719,0,RegionC,Pesado,56.32646073,Hombre
2720,1,RegionB,Ligero,46.08902483,Mujer
2721,0,RegionC,Ligero,23.95287564,Mujer
2722,1,RegionB,Pesado,52.11481208,Hombre
2723,0,RegionB,Ligero,24.71335977,Mujer
2724,1,RegionB,Ligero,25.44170882,Mujer
2725,0,RegionA,Ligero,41.28196473,Hombre
2726,0,RegionA,Ligero,31.86318622,Hombre
2727,0,RegionA,Ligero,37.61006162,Hombre
2728,0,RegionA,Ligero,48.07574769,Hombre
2729,0,RegionA,Ligero,44.88417264,Mujer
2730,1,RegionA,Ligero,43.69404189,Hombre
2731,1,RegionB,Ligero,27.56169952,Hombre
2732,1,RegionC,Ligero,42.08918854,Mujer
2733,1,RegionB,Pesado,20.45723116,Mujer
2734,1,RegionB,Pesado,35.668057,Mujer
2735,1,RegionA,Ligero,21.96137199,Mujer
2736,0,RegionA,Ligero,66.41716794,Hombre
2737,0,RegionC,Ligero,39.74883457,Hombre
2738,0,RegionC,Ligero,27.60627903,Hombre
2739,0,RegionA,Ligero,50.12088156,Mujer
2740,0,RegionA,Ligero,35.42335859,Mujer
2741,0,RegionB,Ligero,51.68588859,Mujer
2742,1,RegionB,Ligero,36.86745782,Hombre
2743,1,RegionC,Ligero,45.82460124,Hombre
2744,1,RegionC,Ligero,32.61651242,Mujer
2745,1,RegionA,Ligero,35.15198663,Hombre
2746,1,RegionC,Ligero,56.96813664,Mujer
2747,0,RegionA,Ligero,38.30142273,Mujer
2748,0,RegionC,Pesado,36.1315856,Mujer
2749,0,RegionA,Pesado,42.09093888,Hombre
2750,1,RegionA,Ligero,45.43636711,Mujer
2751,0,RegionC,Pesado,32.42453695,Mujer
2752,1,RegionA,Ligero,59.32514715,Hombre
2753,0,RegionB,Ligero,33.87429301,Mujer
2754,0,RegionC,Ligero,34.27375019,Hombre
2755,0,RegionB,Ligero,32.34463724,Hombre
2756,0,RegionA,Ligero,27.23600424,Hombre
2757,0,RegionC,Ligero,43.22606287,Hombre
2758,0,RegionB,Ligero,35.27330091,Hombre
2759,0,RegionA,Ligero,25.92764351,Hombre
2760,0,RegionB,Ligero,55.6171523,Mujer
2761,0,RegionB,Pesado,30.36084975,Hombre
2762,1,RegionB,Pesado,50.1515477,Hombre
2763,1,RegionC,Pesado,31.95353833,Hombre
2764,1,RegionB,Pesado,41.22668807,Hombre
2765,1,RegionC,Ligero,57.97933385,Mujer
2766,0,RegionC,Pesado,37.67685487,Hombre
2767,1,RegionC,Ligero,33.4780753,Hombre
2768,0,RegionA,Ligero,27.75154567,Hombre
2769,0,RegionB,Ligero,33.38460391,Hombre
2770,0,RegionC,Ligero,55.64529189,Mujer
2771,1,RegionA,Pesado,66.9487476,Mujer
2772,1,RegionB,Ligero,40.54268042,Mujer
2773,0,RegionC,Pesado,49.61357275,Hombre
2774,0,RegionB,Ligero,55.56241793,Hombre
2775,0,RegionC,Ligero,50.05794927,Mujer
2776,0,RegionB,Pesado,67.98642558,Mujer
2777,1,RegionC,Pesado,39.42402689,Mujer
2778,1,RegionA,Pesado,47.75644755,Mujer
2779,0,RegionB,Pesado,48.82546754,Hombre
2780,1,RegionB,Ligero,47.1802256,Hombre
2781,1,RegionB,Pesado,60.58594828,Hombre
2782,1,RegionB,Ligero,42.76712146,Hombre
2783,1,RegionC,Ligero,49.68299153,Mujer
2784,0,RegionC,Ligero,51.24906893,Hombre
2785,0,RegionA,Ligero,30.60197751,Mujer
2786,1,RegionC,Ligero,46.08379297,Hombre
2787,0,RegionA,Ligero,53.34411245,Hombre
2788,0,RegionC,Ligero,35.65431269,Hombre
2789,0,RegionB,Ligero,41.13860342,Mujer
2790,0,RegionA,Ligero,27.83607995,Hombre
2791,0,RegionC,Ligero,59.94626495,Mujer
2792,1,RegionB,Pesado,24.83405012,Hombre
2793,0,RegionB,Ligero,36.06746342,Hombre
2794,0,RegionB,Ligero,46.50564434,Hombre
2795,1,RegionB,Ligero,30.8300287,Hombre
2796,0,RegionA,Pesado,21.20700695,Mujer
2797,0,RegionB,Pesado,36.46991917,Hombre
2798,0,RegionA,Ligero,52.81606178,Hombre
2799,0,RegionB,Ligero,35.02744539,Mujer
2800,1,RegionB,Ligero,56.63356083,Hombre
2801,0,RegionB,Ligero,31.12216813,Mujer
2802,0,RegionA,Pesado,61.77331613,Mujer
2803,0,RegionA,Pesado,36.72303687,Hombre
2804,1,RegionC,Ligero,50.91565421,Mujer
2805,1,RegionA,Pesado,47.70499912,Hombre
2806,0,RegionB,Pesado,19.24090754,Mujer
2807,0,RegionA,Pesado,31.6340675,Mujer
2808,1,RegionA,Ligero,52.42219085,Mujer
2809,0,RegionA,Ligero,37.2448785,Mujer
2810,1,RegionB,Pesado,15.43072037,Hombre
2811,1,RegionC,Pesado,34.41574346,Mujer
2812,0,RegionC,Pesado,18.79522541,Hombre
2813,0,RegionA,Ligero,49.02859589,Mujer
2814,0,RegionA,Ligero,25.46843465,Mujer
2815,1,RegionC,Ligero,18.60288101,Mujer
2816,0,RegionB,Pesado,48.61077911,Mujer
2817,0,RegionC,Ligero,45.67785272,Hombre
2818,0,RegionC,Ligero,24.73096083,Mujer
2819,1,RegionB,Pesado,58.68380996,Mujer
2820,0,RegionC,Ligero,50.24441479,Mujer
2821,0,RegionA,Ligero,42.68885243,Mujer
2822,0,RegionC,Ligero,24.08923362,Hombre
2823,0,RegionB,Ligero,47.80210425,Mujer
2824,1,RegionA,Pesado,44.55356781,Mujer
2825,1,RegionB,Pesado,26.84247979,Mujer
2826,1,RegionB,Pesado,35.33080845,Hombre
2827,0,RegionC,Ligero,35.74747109,Mujer
2828,1,RegionB,Ligero,22.96127575,Mujer
2829,0,RegionC,Ligero,28.78493534,Hombre
2830,1,RegionB,Ligero,38.73692056,Hombre
2831,0,RegionB,Ligero,5.700724087,Mujer
2832,1,RegionB,Pesado,26.17657261,Hombre
2833,0,RegionA,Ligero,29.89055515,Mujer
2834,0,RegionC,Ligero,26.81018326,Hombre
2835,0,RegionA,Ligero,39.06659644,Hombre
2836,0,RegionC,Ligero,45.18281048,Hombre
2837,0,RegionA,Ligero,25.53438715,Mujer
2838,1,RegionB,Ligero,27.07022504,Hombre
2839,0,RegionA,Ligero,61.04228229,Mujer
2840,1,RegionB,Ligero,45.01180631,Mujer
2841,0,RegionC,Ligero,26.3716518,Mujer
2842,0,RegionC,Ligero,50.83111827,Mujer
2843,1,RegionA,Ligero,38.57949644,Hombre
2844,0,RegionA,Ligero,36.99051176,Mujer
2845,0,RegionB,Ligero,62.96692596,Mujer
2846,1,RegionB,Ligero,31.57092249,Hombre
2847,1,RegionA,Pesado,63.00466087,Mujer
2848,0,RegionB,Pesado,62.63108362,Mujer
2849,0,RegionC,Ligero,54.83253261,Hombre
2850,0,RegionB,Ligero,21.62858451,Hombre
2851,1,RegionB,Ligero,59.42450911,Mujer
2852,1,RegionC,Pesado,43.09471622,Hombre
2853,1,RegionA,Pesado,39.5002414,Hombre
2854,0,RegionA,Ligero,63.42406793,Hombre
2855,0,RegionB,Ligero,46.42514052,Mujer
2856,0,RegionC,Ligero,36.13709862,Hombre
2857,1,RegionB,Ligero,21.30282559,Hombre
2858,0,RegionA,Ligero,52.59523095,Mujer
2859,1,RegionA,Ligero,49.32678467,Hombre
2860,0,RegionA,Ligero,47.46295933,Mujer
2861,0,RegionA,Pesado,49.91392764,Mujer
2862,0,RegionA,Ligero,55.43194317,Hombre
2863,0,RegionB,Pesado,50.04790376,Hombre
2864,0,RegionA,Ligero,50.13349583,Hombre
2865,0,RegionA,Pesado,29.18033791,Mujer
2866,0,RegionA,Ligero,51.99221578,Mujer
2867,0,RegionC,Pesado,61.94708322,Hombre
2868,0,RegionC,Ligero,32.20122491,Hombre
2869,1,RegionB,Pesado,31.93741874,Mujer
2870,1,RegionA,Ligero,27.24884584,Mujer
2871,1,RegionB,Pesado,14.30820939,Hombre
2872,0,RegionA,Pesado,18.99672138,Mujer
2873,0,RegionC,Pesado,47.4728258,Hombre
2874,0,RegionA,Ligero,44.21351269,Hombre
2875,1,RegionB,Ligero,50.03416374,Mujer
2876,1,RegionB,Pesado,45.9033348,Hombre
2877,1,RegionC,Ligero,35.9943269,Mujer
2878,1,RegionB,Pesado,29.67739389,Mujer
2879,0,RegionC,Ligero,35.9902615,Hombre
2880,1,RegionB,Pesado,33.16094477,Mujer
2881,0,RegionA,Ligero,50.04524621,Mujer
2882,0,RegionA,Ligero,38.21851819,Mujer
2883,0,RegionC,Ligero,41.25443449,Hombre
2884,1,RegionC,Pesado,47.19783615,Mujer
2885,0,RegionB,Pesado,18.78457428,Mujer
2886,0,RegionA,Ligero,52.01966486,Hombre
2887,0,RegionC,Ligero,46.98987875,Mujer
2888,0,RegionA,Pesado,61.57919683,Hombre
2889,0,RegionB,Ligero,23.99547883,Mujer
2890,0,RegionA,Ligero,47.04428278,Mujer
2891,0,RegionC,Pesado,37.13644211,Mujer
2892,0,RegionA,Ligero,52.55774736,Mujer
2893,0,RegionC,Ligero,30.41177887,Mujer
2894,1,RegionC,Pesado,34.40468913,Mujer
2895,1,RegionC,Ligero,41.00383766,Hombre
2896,1,RegionC,Ligero,50.69800051,Hombre
2897,0,RegionA,Pesado,39.48997714,Mujer
2898,1,RegionC,Pesado,33.41987447,Hombre
2899,1,RegionB,Pesado,60.9400835,Hombre
2900,1,RegionB,Ligero,32.01171852,Hombre
2901,0,RegionA,Ligero,23.27755248,Mujer
2902,1,RegionB,Ligero,59.89077468,Mujer
2903,0,RegionA,Ligero,43.40289725,Mujer
2904,1,RegionB,Pesado,33.00451652,Hombre
2905,1,RegionB,Pesado,28.03318057,Hombre
2906,1,RegionA,Ligero,18.55017449,Mujer
2907,1,RegionB,Ligero,47.30976607,Hombre
2908,0,RegionA,Pesado,36.33074155,Hombre
2909,0,RegionB,Ligero,24.25179681,Mujer
2910,0,RegionB,Ligero,29.76155931,Mujer
2911,0,RegionA,Ligero,37.81713516,Mujer
2912,1,RegionA,Pesado,58.9992547,Hombre
2913,1,RegionB,Ligero,37.03627566,Mujer
2914,0,RegionB,Ligero,24.54210523,Mujer
2915,1,RegionA,Pesado,39.88691709,Hombre
2916,0,RegionC,Pesado,30.95894691,Hombre
2917,0,RegionB,Pesado,43.48828828,Mujer
2918,0,RegionB,Ligero,37.713972,Mujer
2919,0,RegionB,Ligero,50.92177792,Hombre
2920,1,RegionA,Ligero,46.71260231,Hombre
2921,0,RegionA,Pesado,54.46142273,Mujer
2922,0,RegionC,Ligero,32.24534805,Hombre
2923,0,RegionB,Ligero,51.39407009,Mujer
2924,0,RegionB,Ligero,28.92027273,Hombre
2925,0,RegionC,Ligero,56.34938673,Hombre
2926,0,RegionB,Pesado,56.91747413,Hombre
2927,1,RegionA,Pesado,44.0406177,Hombre
2928,0,RegionA,Ligero,14.70717159,Mujer
2929,1,RegionC,Ligero,42.09502098,Hombre
2930,1,RegionB,Ligero,61.61558743,Hombre
2931,1,RegionA,Ligero,20.06702551,Hombre
2932,0,RegionC,Pesado,20.36178406,Hombre
2933,0,RegionC,Pesado,56.2782449,Mujer
2934,0,RegionC,Ligero,45.26440947,Mujer
2935,0,RegionA,Ligero,56.79243906,Hombre
2936,1,RegionC,Pesado,54.48379864,Mujer
2937,0,RegionA,Pesado,43.39715656,Hombre
2938,1,RegionB,Ligero,53.89175579,Hombre
2939,0,RegionC,Ligero,48.15197338,Hombre
2940,0,RegionA,Ligero,58.42232479,Mujer
2941,0,RegionB,Pesado,62.121194,Mujer
2942,1,RegionB,Pesado,28.02421013,Hombre
2943,0,RegionB,Ligero,40.49462987,Hombre
2944,1,RegionB,Ligero,28.89068135,Hombre
2945,1,RegionB,Ligero,30.3271797,Hombre
2946,0,RegionA,Ligero,55.38243424,Hombre
2947,1,RegionC,Ligero,30.07836939,Hombre
2948,0,RegionB,Ligero,39.34022049,Mujer
2949,1,RegionC,Ligero,25.60125454,Mujer
2950,0,RegionA,Ligero,67.77405812,Mujer
2951,0,RegionC,Pesado,45.9999033,Hombre
2952,0,RegionA,Pesado,37.18887692,Mujer
2953,0,RegionC,Pesado,21.07701186,Mujer
2954,0,RegionB,Ligero,46.10593468,Mujer
2955,0,RegionA,Ligero,57.01810675,Mujer
2956,1,RegionB,Ligero,60.97070623,Hombre
2957,0,RegionC,Pesado,52.97332277,Mujer
2958,1,RegionA,Ligero,28.62644552,Mujer
2959,0,RegionB,Ligero,24.98793718,Hombre
2960,0,RegionA,Ligero,22.65513833,Mujer
2961,1,RegionA,Pesado,47.56965639,Mujer
2962,1,RegionA,Pesado,29.297824,Mujer
2963,1,RegionB,Pesado,42.72088969,Hombre
2964,1,RegionC,Pesado,53.46347347,Mujer
2965,0,RegionC,Ligero,40.07325067,Hombre
2966,0,RegionA,Ligero,43.40149476,Hombre
2967,0,RegionB,Ligero,16.29157769,Mujer
2968,0,RegionB,Ligero,34.40396133,Hombre
2969,0,RegionC,Ligero,62.97646168,Hombre
2970,0,RegionC,Pesado,51.76674595,Mujer
2971,0,RegionC,Ligero,47.4887968,Mujer
2972,1,RegionC,Ligero,42.30912696,Hombre
2973,0,RegionB,Ligero,46.1100424,Hombre
2974,1,RegionB,Pesado,38.38915757,Mujer
2975,0,RegionA,Pesado,35.41912536,Hombre
2976,0,RegionA,Ligero,39.84085936,Hombre
2977,1,RegionB,Ligero,56.90424888,Mujer
2978,0,RegionB,Ligero,42.36114491,Mujer
2979,0,RegionC,Ligero,27.48483789,Hombre
2980,0,RegionB,Ligero,43.86642845,Hombre
2981,1,RegionB,Pesado,47.96574166,Mujer
2982,1,RegionB,Ligero,22.2895707,Mujer
2983,1,RegionB,Pesado,25.16934414,Mujer
2984,0,RegionB,Ligero,45.40757335,Hombre
2985,0,RegionC,Pesado,46.23788572,Mujer
2986,0,RegionB,Ligero,37.43101609,Hombre
2987,1,RegionC,Ligero,35.5899273,Hombre
2988,1,RegionA,Ligero,21.48352353,Hombre
2989,0,RegionA,Ligero,31.87847161,Hombre
2990,0,RegionC,Pesado,31.98006564,Mujer
2991,1,RegionB,Ligero,39.62911964,Hombre
2992,0,RegionC,Ligero,28.27907367,Hombre
2993,0,RegionA,Pesado,31.68200873,Mujer
2994,1,RegionC,Pesado,45.04001421,Mujer
2995,0,RegionC,Ligero,35.98381596,Hombre
2996,1,RegionA,Ligero,27.39927513,Mujer
2997,0,RegionB,Ligero,60.77648707,Mujer
2998,1,RegionA,Pesado,42.00862875,Hombre
2999,0,RegionC,Ligero,58.13994252,Mujer
3000,0,RegionB,Ligero,39.17280627,Mujer
3001,0,RegionC,Ligero,44.44228197,Hombre
3002,0,RegionA,Ligero,56.50310651,Mujer
