id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
8505,0,0,coupon,google,2,265.96,6,18,nothing
8506,0,0,coupon,instagram,1,129.98,2,22,nothing
8507,0,0,coupon,google,1,170.97,5,20,something
8508,0,0,control,facebook,4,55.99,4,17,something
8509,0,0,control,facebook,3,62.49,0,1,something
8510,0,0,control,referral,0,0,5,2,something
8511,0,0,control,google,0,0,2,1,nothing
8512,0,0,control,google,4,67.99,7,20,nothing
8513,0,0,coupon,other,8,125.98,7,18,something
8514,0,0,control,google,1,66.99,4,7,nothing
8515,0,0,coupon,google,2,105.98,4,5,nothing
8516,0,0,coupon,google,1,68.49,2,19,nothing
8517,0,0,control,facebook,0,0,0,8,nothing
8518,0,0,control,google,0,0,2,18,nothing
8519,0,0,coupon,referral,7,49.99,2,16,nothing
8520,0,0,control,google,0,0,2,21,nothing
8521,0,0,control,google,3,151.98,5,12,something
8522,0,0,coupon,google,2,55.99,7,15,nothing
8523,0,0,control,referral,0,0,6,8,something
8524,0,0,control,google,1,127.98,5,11,nothing
8525,0,0,coupon,instagram,2,56.49,2,20,nothing
8526,0,0,coupon,facebook,3,68.99,2,5,nothing
8527,0,0,coupon,google,0,0,2,19,nothing
8528,0,0,control,facebook,2,197.97,7,17,nothing
8529,0,0,coupon,google,0,0,7,19,nothing
8530,0,0,control,facebook,4,73.99,0,12,nothing
8531,1,51.99,control,instagram,3,51.99,2,14,nothing
8532,0,0,coupon,google,3,71.99,1,8,nothing
8533,0,0,coupon,facebook,1,97.98,4,9,nothing
8534,0,0,control,google,0,0,1,21,nothing
8535,0,0,control,google,2,51.99,6,22,something
8536,0,0,coupon,facebook,0,0,1,24,something
8537,0,0,control,google,4,59.99,0,1,something
8538,0,0,control,instagram,3,88.98,7,9,nothing
8539,0,0,control,facebook,0,0,7,14,nothing
8540,0,0,control,instagram,7,50.99,2,13,nothing
8541,1,62.99,control,instagram,6,62.99,1,25,nothing
8542,0,0,coupon,google,9,77.98,7,15,nothing
8543,0,0,coupon,instagram,1,55.99,5,12,nothing
8544,0,0,control,google,0,0,1,4,nothing
8545,0,0,control,google,0,0,4,21,something
8546,0,0,coupon,google,0,0,6,11,nothing
8547,0,0,coupon,facebook,1,54.49,1,9,nothing
8548,0,0,coupon,google,0,0,4,14,nothing
8549,0,0,control,instagram,0,0,2,14,something
8550,0,0,coupon,google,2,182.97,5,22,nothing
8551,0,0,control,facebook,0,0,5,4,something
8552,0,0,coupon,referral,0,0,0,16,something
8553,0,0,coupon,facebook,0,0,6,12,nothing
8554,0,0,control,instagram,1,59.99,5,10,nothing
8555,0,0,control,google,0,0,2,7,nothing
8556,0,0,coupon,google,6,65.99,6,12,nothing
8557,0,0,coupon,referral,5,55.99,4,18,nothing
8558,0,0,control,facebook,2,56.49,7,17,something
8559,0,0,control,instagram,0,0,5,19,nothing
8560,0,0,coupon,google,4,76.99,1,14,nothing
8561,0,0,control,referral,9,65.49,5,10,nothing
8562,0,0,coupon,google,3,60.99,0,21,something
8563,1,39.592,coupon,other,9,49.49,3,25,something
8564,0,0,coupon,other,6,73.49,4,8,nothing
8565,0,0,coupon,google,0,0,4,9,something
8566,0,0,coupon,google,2,143.98,5,15,something
8567,0,0,coupon,google,0,0,1,9,nothing
8568,0,0,control,referral,2,77.99,0,15,nothing
8569,0,0,coupon,google,3,49.99,1,17,nothing
8570,1,53.99,control,facebook,9,107.98,6,9,something
8571,0,0,control,facebook,0,0,5,26,nothing
8572,2,75.984,coupon,instagram,8,94.98,2,11,nothing
8573,0,0,control,instagram,3,48.99,6,18,nothing
8574,0,0,control,google,1,115.98,4,12,nothing
8575,0,0,control,google,2,50.99,0,3,nothing
8576,0,0,coupon,instagram,0,0,2,10,something
8577,0,0,coupon,instagram,0,0,7,21,nothing
8578,0,0,coupon,facebook,6,47.99,1,7,nothing
8579,0,0,control,instagram,0,0,2,11,something
8580,0,0,control,google,4,59.99,2,22,nothing
8581,0,0,control,instagram,3,64.99,5,20,something
8582,0,0,coupon,referral,4,52.49,4,10,something
8583,0,0,coupon,google,0,0,1,6,something
8584,0,0,control,instagram,3,66.49,2,3,something
8585,0,0,coupon,instagram,3,65.49,5,8,something
8586,0,0,control,google,3,54.99,5,19,nothing
8587,0,0,coupon,instagram,3,113.98,4,11,something
8588,0,0,control,facebook,1,82.49,5,18,nothing
8589,0,0,coupon,google,0,0,1,21,nothing
8590,0,0,control,instagram,0,0,6,22,nothing
8591,0,0,control,instagram,2,58.99,0,17,something
8592,0,0,coupon,google,1,100.98,5,12,nothing
8593,0,0,coupon,google,0,0,1,22,nothing
8594,0,0,coupon,google,2,59.99,2,3,nothing
8595,0,0,coupon,facebook,3,68.99,3,3,nothing
8596,0,0,control,facebook,0,0,1,21,something
8597,0,0,control,facebook,0,0,5,24,nothing
8598,0,0,coupon,google,1,53.99,5,4,nothing
8599,0,0,control,facebook,3,54.99,0,19,nothing
8600,0,0,control,facebook,0,0,2,12,nothing
8601,1,51.192,coupon,google,4,63.99,4,16,something
8602,0,0,coupon,facebook,3,61.99,6,9,nothing
8603,0,0,coupon,instagram,0,0,7,21,something
8604,0,0,coupon,instagram,0,0,0,18,nothing
8605,0,0,control,google,1,63.99,2,13,nothing
8606,0,0,coupon,instagram,1,77.49,4,6,something
8607,0,0,coupon,google,1,66.49,5,5,something
8608,0,0,control,facebook,0,0,6,16,nothing
8609,0,0,control,google,1,173.97,0,14,nothing
8610,0,0,control,google,3,124.98,7,5,something
8611,0,0,control,facebook,0,0,1,1,nothing
8612,0,0,control,google,1,73.99,0,6,nothing
8613,0,0,coupon,instagram,2,50.99,1,23,nothing
8614,1,42.99,control,facebook,0,0,4,21,something
8615,0,0,coupon,google,1,49.99,4,6,nothing
8616,0,0,control,google,0,0,0,12,something
8617,0,0,control,facebook,0,0,5,12,nothing
8618,0,0,coupon,instagram,1,70.49,0,16,nothing
8619,0,0,coupon,facebook,1,63.99,2,2,nothing
8620,0,0,control,instagram,0,0,7,11,something
8621,0,0,control,google,1,133.98,3,7,nothing
8622,1,43.992,coupon,facebook,1,54.99,1,9,something
8623,0,0,control,google,1,74.49,1,12,nothing
8624,0,0,coupon,instagram,2,339.96,6,18,nothing
8625,1,40.792,coupon,referral,0,0,2,1,something
8626,0,0,control,instagram,0,0,0,28,nothing
8627,0,0,control,google,2,52.49,0,2,nothing
8628,0,0,coupon,facebook,1,132.98,5,15,nothing
8629,0,0,control,instagram,1,51.49,5,13,nothing
8630,0,0,control,instagram,0,0,2,7,something
8631,0,0,control,google,0,0,6,24,nothing
8632,0,0,control,instagram,0,0,6,24,nothing
8633,0,0,control,instagram,5,61.49,5,16,nothing
8634,0,0,control,instagram,3,53.99,6,25,nothing
8635,0,0,coupon,referral,3,131.97,4,1,nothing
8636,0,0,control,other,5,60.99,0,10,nothing
8637,0,0,control,instagram,2,63.49,6,24,nothing
8638,0,0,coupon,google,1,64.49,0,5,something
8639,0,0,coupon,google,0,0,6,17,nothing
8640,0,0,coupon,google,5,66.99,0,16,nothing
8641,0,0,coupon,facebook,6,59.99,4,1,something
8642,0,0,coupon,facebook,9,61.49,2,20,nothing
8643,0,0,control,facebook,1,67.99,5,1,something
8644,0,0,coupon,facebook,2,54.49,4,1,nothing
8645,0,0,control,google,2,125.98,5,10,nothing
8646,0,0,control,referral,4,86.98,5,6,nothing
8647,0,0,control,google,2,265.96,5,7,nothing
8648,0,0,control,instagram,0,0,6,2,nothing
8649,0,0,coupon,referral,2,161.97,5,5,nothing
8650,0,0,coupon,google,1,179.97,3,9,nothing
8651,0,0,coupon,google,6,77.99,6,5,something
8652,0,0,control,facebook,0,0,1,12,nothing
8653,0,0,coupon,facebook,5,60.99,3,9,nothing
8654,0,0,control,instagram,4,78.99,4,14,nothing
8655,1,63.99,control,other,5,63.99,0,23,something
8656,0,0,control,facebook,0,0,6,5,something
8657,0,0,control,google,9,54.99,5,13,nothing
8658,0,0,control,google,2,118.98,0,22,something
8659,0,0,control,instagram,0,0,1,20,nothing
8660,0,0,coupon,instagram,0,0,0,9,something
8661,0,0,control,google,2,67.49,1,20,nothing
8662,0,0,control,google,0,0,3,4,nothing
8663,0,0,coupon,instagram,2,197.97,1,19,something
8664,0,0,coupon,instagram,1,68.49,5,22,nothing
8665,0,0,coupon,google,4,75.99,4,25,nothing
8666,0,0,control,facebook,3,89.98,7,17,nothing
8667,1,43.592,coupon,facebook,1,54.49,4,17,nothing
8668,0,0,control,google,1,64.49,1,16,nothing
8669,2,94.384,coupon,facebook,2,58.99,0,15,something
8670,0,0,control,facebook,2,103.98,4,8,nothing
8671,0,0,control,facebook,0,0,7,4,nothing
8672,1,40.392,coupon,referral,12,50.49,5,10,nothing
8673,0,0,control,google,1,125.98,5,15,nothing
8674,1,36.792,coupon,google,4,45.99,1,17,something
8675,0,0,coupon,instagram,1,55.99,3,17,nothing
8676,0,0,coupon,google,0,0,3,27,nothing
8677,0,0,coupon,google,4,99.98,4,16,nothing
8678,1,49.592,coupon,facebook,8,61.99,0,3,nothing
8679,0,0,control,instagram,0,0,2,12,nothing
8680,0,0,control,instagram,2,49.49,2,30,nothing
8681,0,0,control,google,0,0,0,2,nothing
8682,0,0,coupon,instagram,0,0,2,26,nothing
8683,0,0,control,google,1,51.99,7,12,nothing
8684,0,0,coupon,instagram,4,48.99,6,23,nothing
8685,0,0,coupon,google,2,113.98,1,18,nothing
8686,0,0,coupon,instagram,0,0,4,3,nothing
8687,2,139.184,coupon,instagram,12,173.98,3,16,nothing
8688,0,0,control,instagram,3,125.98,5,12,nothing
8689,0,0,control,google,1,65.99,0,19,something
8690,0,0,control,instagram,0,0,0,23,nothing
8691,1,46.392,coupon,facebook,4,115.98,0,14,something
8692,1,43.992,coupon,instagram,17,164.97,5,16,nothing
8693,0,0,control,facebook,1,62.49,1,2,nothing
8694,1,56.99,control,instagram,3,56.99,3,16,nothing
8695,0,0,control,instagram,1,61.49,3,4,nothing
8696,0,0,coupon,google,0,0,4,6,nothing
8697,0,0,control,facebook,0,0,1,4,nothing
8698,0,0,control,google,0,0,0,7,nothing
8699,1,61.49,control,google,12,61.49,3,14,nothing
8700,0,0,control,instagram,0,0,1,15,nothing
8701,0,0,coupon,instagram,0,0,0,4,nothing
8702,0,0,control,instagram,4,180.98,1,16,nothing
8703,0,0,control,google,0,0,1,17,nothing
8704,2,137.98,control,google,7,68.99,2,9,something
8705,0,0,coupon,facebook,4,45.49,0,15,nothing
8706,0,0,control,facebook,2,182.97,6,10,something
8707,0,0,control,referral,7,57.49,4,15,nothing
8708,0,0,control,google,2,117.98,5,25,something
8709,0,0,coupon,instagram,3,178.47,0,13,something
8710,0,0,coupon,referral,3,59.99,2,9,something
8711,0,0,coupon,google,2,247.96,6,1,nothing
8712,0,0,control,facebook,3,65.99,1,14,nothing
8713,0,0,control,other,7,66.99,3,37,nothing
8714,0,0,control,google,0,0,7,20,nothing
8715,0,0,coupon,google,3,115.98,7,13,something
8716,0,0,control,facebook,9,63.49,4,21,nothing
8717,0,0,control,google,1,203.97,0,11,nothing
8718,0,0,control,google,0,0,3,9,nothing
8719,0,0,control,google,0,0,0,5,nothing
8720,0,0,control,facebook,3,110.98,5,19,nothing
8721,0,0,control,google,0,0,5,13,something
8722,1,55.592,coupon,facebook,0,0,0,20,nothing
8723,0,0,coupon,google,0,0,1,23,something
8724,0,0,coupon,google,2,47.49,7,23,nothing
8725,0,0,control,referral,2,135.98,4,10,nothing
8726,0,0,coupon,facebook,0,0,7,9,nothing
8727,0,0,control,google,3,64.99,6,15,something
8728,0,0,control,instagram,1,65.99,6,18,nothing
8729,0,0,coupon,google,3,51.99,1,7,something
8730,0,0,control,instagram,1,124.98,0,1,something
8731,0,0,coupon,instagram,1,82.98,1,16,nothing
8732,0,0,control,google,1,62.99,4,15,nothing
8733,0,0,control,instagram,2,80.99,3,15,nothing
8734,0,0,control,google,0,0,4,16,nothing
8735,0,0,control,google,2,65.99,5,23,nothing
8736,0,0,coupon,instagram,2,70.99,6,24,something
8737,0,0,coupon,instagram,0,0,3,11,nothing
8738,0,0,coupon,facebook,0,0,0,2,nothing
8739,0,0,coupon,instagram,1,62.99,5,10,nothing
8740,0,0,control,instagram,1,39.99,7,21,something
8741,0,0,control,google,3,59.99,5,13,nothing
8742,1,39.192,coupon,facebook,4,48.99,0,17,something
8743,0,0,control,instagram,1,68.49,0,15,nothing
8744,0,0,control,google,0,0,2,17,nothing
8745,1,41.992,coupon,instagram,1,52.49,4,16,something
8746,0,0,control,instagram,0,0,4,3,nothing
8747,0,0,coupon,google,1,122.98,7,18,nothing
8748,0,0,coupon,instagram,0,0,1,12,nothing
8749,0,0,coupon,referral,3,48.49,2,28,nothing
8750,0,0,coupon,google,1,131.98,2,19,nothing
8751,0,0,control,google,3,63.99,6,15,nothing
8752,1,81.99,control,google,0,0,1,3,nothing
8753,0,0,coupon,instagram,0,0,0,17,nothing
8754,0,0,control,google,2,81.98,4,23,something
8755,1,67.592,coupon,facebook,0,0,5,10,something
8756,0,0,control,google,2,105.98,2,2,something
8757,0,0,coupon,google,2,69.49,4,10,something
8758,0,0,coupon,google,1,55.99,5,1,something
8759,0,0,control,google,0,0,2,3,something
8760,0,0,control,instagram,0,0,6,25,nothing
8761,0,0,coupon,instagram,0,0,3,11,something
8762,0,0,control,instagram,1,65.99,0,17,something
8763,0,0,coupon,google,0,0,4,18,nothing
8764,0,0,coupon,other,2,61.99,1,8,nothing
8765,1,35.192,coupon,google,1,43.99,1,8,something
8766,0,0,coupon,google,1,111.98,4,6,nothing
8767,0,0,coupon,facebook,4,86.99,1,17,nothing
8768,0,0,coupon,referral,2,70.49,0,13,nothing
8769,0,0,coupon,facebook,4,37.49,6,10,nothing
8770,0,0,coupon,instagram,5,66.99,3,18,nothing
8771,0,0,coupon,google,1,47.99,2,3,nothing
8772,0,0,coupon,google,1,127.98,7,16,nothing
8773,0,0,control,instagram,1,101.98,2,23,nothing
8774,0,0,control,facebook,3,83.99,1,21,nothing
8775,0,0,coupon,google,1,61.49,7,17,nothing
8776,1,61.99,control,instagram,1,123.98,2,8,nothing
8777,0,0,coupon,google,0,0,7,22,something
8778,0,0,coupon,facebook,0,0,5,10,nothing
8779,1,66.392,coupon,instagram,1,82.99,4,22,something
8780,0,0,coupon,instagram,3,48.99,0,19,nothing
8781,0,0,coupon,instagram,0,0,5,11,nothing
8782,0,0,control,google,0,0,3,14,nothing
8783,0,0,control,google,3,105.98,3,17,nothing
8784,0,0,control,facebook,1,43.99,2,21,nothing
8785,1,45.192,coupon,facebook,6,56.49,3,1,something
8786,0,0,control,google,2,67.49,4,13,something
8787,0,0,control,google,1,62.99,5,14,nothing
8788,0,0,coupon,facebook,2,61.99,3,17,nothing
8789,0,0,coupon,referral,1,65.99,5,10,nothing
8790,0,0,coupon,google,0,0,3,21,nothing
8791,0,0,coupon,instagram,1,69.99,4,13,something
8792,0,0,control,instagram,5,112.98,6,4,nothing
8793,0,0,control,google,0,0,7,18,nothing
8794,0,0,control,facebook,8,51.99,0,14,nothing
8795,0,0,coupon,google,0,0,3,13,nothing
8796,0,0,coupon,instagram,0,0,0,23,something
8797,0,0,coupon,google,5,128.98,4,18,nothing
8798,0,0,control,google,1,169.47,0,16,nothing
8799,0,0,coupon,google,3,80.49,1,12,something
8800,0,0,control,google,0,0,3,11,something
8801,0,0,control,facebook,1,75.99,6,3,nothing
8802,0,0,control,google,1,54.99,7,1,nothing
8803,0,0,control,google,0,0,1,17,nothing
8804,0,0,control,facebook,2,55.49,2,18,nothing
8805,0,0,control,facebook,1,66.99,1,12,nothing
8806,0,0,control,facebook,5,61.99,2,3,something
8807,0,0,control,google,3,71.49,1,4,nothing
8808,0,0,coupon,google,5,117.98,4,14,nothing
8809,0,0,control,instagram,0,0,2,18,something
8810,0,0,control,facebook,0,0,4,18,nothing
8811,0,0,control,google,1,49.49,6,22,nothing
8812,0,0,coupon,instagram,2,53.99,0,17,nothing
8813,0,0,control,google,3,70.49,5,10,nothing
8814,0,0,control,google,3,60.99,0,6,nothing
8815,0,0,control,google,5,61.99,1,16,nothing
8816,0,0,coupon,instagram,0,0,2,24,nothing
8817,0,0,coupon,instagram,0,0,3,16,nothing
8818,0,0,coupon,google,4,70.99,3,8,something
8819,0,0,coupon,google,1,73.99,5,11,something
8820,0,0,control,instagram,0,0,3,29,nothing
8821,0,0,control,instagram,1,67.49,4,14,nothing
8822,1,53.192,coupon,facebook,8,66.49,6,21,nothing
8823,0,0,coupon,instagram,0,0,4,20,nothing
8824,0,0,coupon,other,1,51.99,5,6,nothing
8825,0,0,coupon,google,0,0,4,14,nothing
8826,0,0,control,instagram,1,65.98,6,8,nothing
8827,0,0,coupon,instagram,0,0,4,25,nothing
8828,0,0,control,google,0,0,3,12,nothing
8829,0,0,coupon,facebook,2,147.98,4,26,nothing
8830,0,0,coupon,google,0,0,5,14,nothing
8831,0,0,coupon,instagram,4,57.99,6,29,nothing
8832,0,0,coupon,facebook,0,0,4,7,something
8833,0,0,control,facebook,1,134.97,5,21,nothing
8834,0,0,control,instagram,2,76.99,4,5,nothing
8835,0,0,control,facebook,0,0,3,24,nothing
8836,0,0,coupon,instagram,0,0,4,24,nothing
8837,0,0,coupon,google,0,0,3,2,nothing
8838,0,0,control,instagram,0,0,6,4,something
8839,0,0,coupon,instagram,1,71.99,5,21,nothing
8840,0,0,coupon,google,2,149.98,5,17,nothing
8841,0,0,coupon,instagram,0,0,4,14,nothing
8842,0,0,coupon,google,1,58.99,4,23,something
8843,0,0,coupon,facebook,4,185.97,1,17,nothing
8844,0,0,coupon,google,2,69.99,6,14,something
8845,0,0,control,google,0,0,5,2,nothing
8846,0,0,control,facebook,3,68.99,2,16,nothing
8847,0,0,control,google,3,71.99,0,7,something
8848,0,0,control,google,0,0,7,22,nothing
8849,0,0,coupon,google,1,53.99,4,10,nothing
8850,0,0,control,instagram,0,0,2,6,nothing
8851,0,0,control,facebook,0,0,4,16,something
8852,0,0,control,google,0,0,4,26,nothing
8853,0,0,coupon,instagram,1,46.99,6,22,nothing
8854,0,0,coupon,google,2,257.96,4,4,something
8855,1,51.99,control,google,3,155.97,4,17,nothing
8856,0,0,coupon,google,6,69.99,3,10,nothing
8857,0,0,control,google,0,0,5,2,nothing
8858,0,0,coupon,google,3,52.49,4,2,nothing
8859,0,0,control,instagram,3,58.49,0,15,nothing
8860,1,60.49,control,facebook,1,60.49,4,13,something
8861,0,0,coupon,google,1,71.49,4,17,nothing
8862,0,0,control,google,0,0,3,14,nothing
8863,0,0,control,instagram,4,88.98,4,22,nothing
8864,0,0,coupon,instagram,0,0,1,11,nothing
8865,0,0,control,facebook,1,71.99,4,16,nothing
8866,0,0,control,instagram,1,120.98,2,18,something
8867,0,0,control,google,0,0,5,7,nothing
8868,0,0,control,instagram,3,84.99,0,6,nothing
8869,0,0,coupon,google,2,116.98,1,4,nothing
8870,0,0,control,instagram,0,0,0,9,nothing
8871,1,51.192,coupon,facebook,2,63.99,2,18,nothing
8872,0,0,coupon,google,3,155.97,5,9,something
8873,0,0,control,instagram,2,43.99,7,15,nothing
8874,0,0,coupon,instagram,2,65.49,2,23,nothing
8875,0,0,coupon,facebook,0,0,7,8,something
8876,0,0,coupon,google,1,69.49,4,2,nothing
8877,0,0,coupon,facebook,4,78.99,2,4,nothing
8878,0,0,coupon,google,2,58.99,6,3,nothing
8879,0,0,control,instagram,0,0,2,15,nothing
8880,0,0,control,google,2,57.49,2,17,something
8881,0,0,control,google,4,167.97,6,5,nothing
8882,0,0,control,instagram,0,0,7,20,nothing
8883,0,0,control,facebook,8,69.99,2,22,nothing
8884,1,51.992,coupon,facebook,3,129.98,1,15,nothing
8885,1,30.392,coupon,google,11,37.99,2,11,something
8886,0,0,coupon,google,0,0,6,20,something
8887,0,0,coupon,google,1,119.97,1,12,nothing
8888,0,0,coupon,instagram,1,147.98,4,20,nothing
8889,0,0,control,instagram,0,0,0,8,nothing
8890,0,0,control,google,1,115.98,5,13,nothing
8891,0,0,coupon,instagram,2,69.99,0,17,something
8892,0,0,control,google,4,63.49,3,3,nothing
8893,0,0,control,instagram,1,219.96,2,11,nothing
8894,0,0,control,google,1,62.49,2,7,nothing
8895,0,0,control,facebook,0,0,5,19,nothing
8896,0,0,control,instagram,1,59.99,3,5,nothing
8897,0,0,coupon,google,4,48.49,2,6,nothing
8898,0,0,control,google,6,58.99,4,23,nothing
8899,0,0,control,referral,4,44.99,6,3,nothing
8900,0,0,control,instagram,0,0,5,14,nothing
8901,0,0,control,instagram,0,0,0,13,nothing
8902,0,0,coupon,instagram,2,66.99,7,10,something
8903,0,0,control,instagram,0,0,2,21,nothing
8904,0,0,coupon,google,2,49.49,0,17,nothing
8905,1,29.992,coupon,facebook,2,37.49,0,8,nothing
8906,0,0,coupon,google,1,64.99,0,18,nothing
8907,0,0,coupon,instagram,4,57.99,6,1,nothing
8908,0,0,control,facebook,0,0,0,2,nothing
8909,0,0,coupon,other,1,78.99,5,4,nothing
8910,0,0,control,referral,1,76.99,5,14,nothing
8911,0,0,coupon,google,1,59.99,0,20,nothing
8912,0,0,coupon,facebook,5,53.99,6,20,nothing
8913,1,46.49,control,referral,0,0,5,16,something
8914,1,43.992,coupon,google,8,109.98,7,2,something
8915,0,0,control,google,1,67.49,6,2,something
8916,0,0,coupon,facebook,0,0,0,23,nothing
8917,0,0,control,google,3,57.99,2,20,nothing
8918,0,0,coupon,google,0,0,0,7,something
8919,0,0,coupon,referral,1,73.49,0,19,nothing
8920,0,0,coupon,instagram,0,0,1,20,nothing
8921,0,0,coupon,instagram,3,46.99,0,15,nothing
8922,0,0,control,google,0,0,1,17,something
8923,0,0,coupon,instagram,0,0,4,9,something
8924,1,55.592,coupon,instagram,3,69.49,4,19,nothing
8925,0,0,coupon,facebook,3,126.98,2,18,something
8926,0,0,coupon,google,0,0,4,2,nothing
8927,0,0,coupon,facebook,0,0,2,3,something
8928,0,0,coupon,google,0,0,7,15,nothing
8929,0,0,control,google,1,61.49,1,19,nothing
8930,0,0,coupon,google,2,54.99,4,12,nothing
8931,2,112.784,coupon,facebook,4,70.49,0,23,something
8932,0,0,control,google,3,95.98,6,20,nothing
8933,0,0,control,facebook,4,149.98,5,21,nothing
8934,1,74.99,control,google,4,149.98,5,11,nothing
8935,0,0,coupon,other,0,0,2,6,something
8936,0,0,control,google,2,62.49,4,7,nothing
8937,0,0,control,facebook,1,65.99,6,9,nothing
8938,0,0,coupon,google,1,48.99,1,15,nothing
8939,0,0,control,instagram,0,0,4,16,something
8940,0,0,coupon,google,0,0,2,18,nothing
8941,1,57.592,coupon,google,3,215.97,4,15,nothing
8942,0,0,coupon,google,2,63.99,0,5,nothing
8943,0,0,control,google,4,54.99,1,21,something
8944,0,0,coupon,google,5,47.99,0,1,nothing
8945,0,0,coupon,google,2,84.99,4,14,nothing
8946,0,0,coupon,instagram,2,265.96,5,26,nothing
8947,0,0,control,google,4,79.99,0,10,something
8948,0,0,coupon,instagram,1,56.49,1,22,nothing
8949,1,50.392,coupon,instagram,8,188.97,6,21,nothing
8950,0,0,coupon,facebook,1,47.49,3,3,something
8951,0,0,coupon,google,2,69.99,3,22,nothing
8952,0,0,control,instagram,1,50.49,0,25,nothing
8953,0,0,coupon,google,0,0,4,12,nothing
8954,0,0,coupon,instagram,1,32.99,2,15,nothing
8955,0,0,control,instagram,0,0,6,15,something
8956,0,0,coupon,google,0,0,4,4,something
8957,0,0,control,instagram,0,0,0,16,something
8958,0,0,control,google,4,69.99,3,15,nothing
8959,0,0,control,google,3,38.49,4,19,nothing
8960,0,0,coupon,facebook,4,54.99,0,1,nothing
8961,0,0,control,instagram,0,0,5,18,nothing
8962,1,41.192,coupon,google,1,205.96,0,5,something
8963,1,54.99,control,instagram,0,0,0,5,something
8964,0,0,control,instagram,0,0,4,13,nothing
8965,0,0,coupon,google,0,0,6,7,nothing
8966,0,0,control,facebook,3,173.97,5,22,something
8967,0,0,control,facebook,3,36.99,4,12,nothing
8968,0,0,coupon,google,1,129.98,6,7,nothing
8969,0,0,control,other,2,65.99,0,20,something
8970,0,0,control,facebook,0,0,1,10,nothing
8971,0,0,control,google,0,0,4,26,nothing
8972,0,0,coupon,instagram,4,52.99,1,17,nothing
8973,0,0,coupon,google,0,0,1,25,nothing
8974,0,0,coupon,instagram,0,0,0,16,nothing
8975,0,0,control,instagram,5,60.49,4,21,nothing
8976,0,0,coupon,google,5,67.49,4,24,nothing
8977,0,0,coupon,facebook,0,0,1,2,nothing
8978,0,0,coupon,facebook,2,206.97,2,24,nothing
8979,0,0,coupon,instagram,5,48.99,4,8,something
8980,1,75.99,control,google,6,227.97,6,1,something
8981,1,39.192,coupon,instagram,4,97.98,4,16,nothing
8982,0,0,control,instagram,4,42.99,3,9,nothing
8983,0,0,coupon,facebook,6,40.99,5,24,nothing
8984,0,0,coupon,facebook,1,149.98,2,1,nothing
8985,0,0,control,instagram,3,132.98,1,18,nothing
8986,0,0,control,referral,3,197.97,0,11,nothing
8987,0,0,control,google,0,0,7,11,something
8988,0,0,control,instagram,0,0,7,24,nothing
8989,0,0,control,instagram,0,0,2,15,nothing
8990,0,0,coupon,google,0,0,6,1,something
8991,0,0,coupon,google,0,0,4,8,something
8992,0,0,coupon,google,0,0,2,23,something
8993,0,0,control,google,1,59.99,1,20,nothing
8994,1,67.99,control,instagram,5,67.99,4,7,nothing
8995,0,0,control,instagram,0,0,4,12,nothing
8996,0,0,coupon,instagram,0,0,1,15,nothing
8997,0,0,control,facebook,1,56.99,3,11,nothing
8998,0,0,coupon,google,7,101.98,5,9,nothing
8999,0,0,control,google,0,0,5,22,nothing
9000,0,0,control,google,7,67.99,4,22,nothing
9001,1,60.49,control,instagram,10,60.49,0,12,nothing
9002,0,0,coupon,facebook,0,0,4,18,nothing
9003,0,0,coupon,instagram,0,0,2,2,nothing
9004,0,0,control,referral,2,125.98,0,14,nothing
9005,0,0,coupon,facebook,6,49.99,7,10,nothing
9006,0,0,coupon,instagram,0,0,5,14,nothing
9007,0,0,control,instagram,0,0,6,26,nothing
9008,0,0,coupon,google,0,0,4,7,something
9009,0,0,control,instagram,2,120.98,5,1,nothing
9010,0,0,coupon,instagram,1,179.97,4,8,nothing
9011,2,108.784,coupon,facebook,7,135.98,0,5,something
9012,0,0,coupon,facebook,0,0,4,24,nothing
9013,0,0,coupon,instagram,2,56.49,1,15,nothing
9014,3,160.776,coupon,instagram,2,66.99,0,20,something
9015,0,0,control,facebook,0,0,4,11,nothing
9016,0,0,control,instagram,3,54.49,0,20,nothing
9017,0,0,control,instagram,0,0,0,14,nothing
9018,0,0,control,facebook,4,60.99,4,19,something
9019,1,53.49,control,facebook,6,106.98,5,18,nothing
9020,0,0,control,facebook,1,74.99,1,7,something
9021,0,0,control,instagram,2,121.98,5,16,something
9022,0,0,control,google,1,53.99,6,11,nothing
9023,0,0,coupon,other,2,66.49,2,10,nothing
9024,0,0,coupon,instagram,0,0,1,13,nothing
9025,1,40.792,coupon,instagram,7,101.98,0,20,something
9026,0,0,coupon,facebook,3,56.99,1,17,nothing
9027,0,0,control,other,2,48.49,7,16,something
9028,0,0,coupon,google,0,0,5,14,something
9029,0,0,coupon,google,2,123.98,4,21,nothing
9030,0,0,control,google,9,54.99,5,18,nothing
9031,0,0,control,facebook,0,0,5,8,nothing
9032,0,0,coupon,google,0,0,0,20,nothing
9033,0,0,control,instagram,5,123.98,1,7,nothing
9034,0,0,coupon,instagram,0,0,4,4,nothing
9035,0,0,control,google,0,0,1,26,nothing
9036,0,0,control,google,1,125.98,0,6,something
9037,0,0,control,google,5,46.49,6,10,nothing
9038,2,90.98,control,referral,14,90.98,1,3,nothing
