id,call,name,gender,ethnicity,quality,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
2440,0,Ebony,female,afam,low,boston,4,8,no,no,no,no,no,no,yes,no,yes,2,no,manager,yes,yes,no,no,no,no,business/personal services
2441,0,Geoffrey,male,cauc,low,boston,4,8,no,no,no,no,yes,no,no,no,yes,some,no,other,yes,no,yes,no,no,no,transport/communication
2442,0,Greg,male,cauc,high,boston,6,18,no,yes,no,no,no,no,yes,no,yes,2,no,manager,yes,yes,no,no,no,no,business/personal services
2443,0,Hakim,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
2444,0,Hakim,male,afam,high,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,2,no,manager,yes,yes,no,no,no,no,business/personal services
2445,0,Jay,male,cauc,high,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,7,no,manager,yes,yes,no,no,no,no,business/personal services
2446,0,Jermaine,male,afam,low,boston,4,8,no,no,no,no,no,no,yes,no,yes,7,no,manager,yes,yes,no,no,no,no,business/personal services
2447,0,Jill,female,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,yes,other,no,no,no,no,no,no,unknown
2448,0,Kareem,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,5,no,other,yes,yes,no,no,no,no,manufacturing
2449,0,Keisha,female,afam,high,boston,6,18,no,yes,no,no,no,no,yes,no,yes,7,no,manager,yes,yes,no,no,no,no,business/personal services
2450,0,Kenya,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,1,no,retail sales,yes,yes,no,no,no,no,trade
2451,0,Kristen,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,other,no,no,no,no,no,no,unknown
2452,0,Lakisha,female,afam,high,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,some,no,other,yes,no,yes,no,no,no,transport/communication
2453,0,Latonya,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,yes,other,no,no,no,no,no,no,unknown
2454,0,Latonya,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,5,no,other,yes,yes,no,no,no,no,manufacturing
2455,0,Leroy,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,other,no,no,no,no,no,no,unknown
2456,0,Leroy,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
2457,0,Matthew,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,5,no,other,yes,yes,no,no,no,no,manufacturing
2458,0,Neil,male,cauc,low,boston,5,26,no,no,no,no,no,no,no,no,yes,7,no,manager,yes,yes,no,no,no,no,business/personal services
2459,0,Sarah,female,cauc,high,boston,6,8,no,yes,no,no,no,yes,no,no,yes,some,no,other,yes,no,yes,no,no,no,transport/communication
2460,0,Todd,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
2461,0,Tremayne,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,manager,yes,no,no,no,no,no,business/personal services
2462,0,Tyrone,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,1,no,retail sales,yes,yes,no,no,no,no,trade
2463,0,Ebony,female,afam,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
2464,0,Latonya,female,afam,high,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
2465,0,Meredith,female,cauc,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
2466,0,Sarah,female,cauc,low,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
2467,0,Ebony,female,afam,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2468,1,Kristen,female,cauc,high,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2469,1,Meredith,female,cauc,low,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2470,1,Tanisha,female,afam,high,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2471,0,Emily,female,cauc,high,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
2472,0,Keisha,female,afam,high,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,office support,yes,no,no,no,yes,no,business/personal services
2473,0,Lakisha,female,afam,low,boston,6,7,no,no,no,yes,no,no,yes,yes,yes,none,no,office support,yes,no,no,no,yes,no,business/personal services
2474,0,Meredith,female,cauc,low,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
2475,0,Aisha,female,afam,low,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,business/personal services
2476,1,Anne,female,cauc,low,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,office support,no,no,no,no,no,no,business/personal services
2477,1,Carrie,female,cauc,high,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,office support,no,no,no,no,no,no,business/personal services
2478,0,Latoya,female,afam,high,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,business/personal services
2479,0,Jill,female,cauc,low,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2480,0,Lakisha,female,afam,low,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2481,0,Sarah,female,cauc,high,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2482,0,Tamika,female,afam,high,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,some,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2483,0,Allison,female,cauc,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,manager,yes,no,no,no,yes,no,business/personal services
2484,0,Emily,female,cauc,high,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,manager,yes,no,no,no,yes,no,business/personal services
2485,0,Kenya,female,afam,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,manager,yes,no,no,no,yes,no,business/personal services
2486,0,Latoya,female,afam,high,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,manager,yes,no,no,no,yes,no,business/personal services
2487,0,Allison,female,cauc,low,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
2488,0,Anne,female,cauc,high,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
2489,0,Lakisha,female,afam,high,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
2490,0,Tamika,female,afam,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
2491,1,Kristen,female,cauc,high,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
2492,1,Latonya,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
2493,0,Neil,male,cauc,low,boston,2,6,no,no,no,no,yes,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
2494,0,Tyrone,male,afam,high,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
2495,0,Aisha,female,afam,high,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,none,no,manager,yes,no,yes,no,yes,yes,finance/insurance/real estate
2496,0,Anne,female,cauc,low,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,none,no,manager,yes,no,yes,no,yes,yes,finance/insurance/real estate
2497,0,Latoya,female,afam,low,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,manager,yes,no,yes,no,yes,yes,finance/insurance/real estate
2498,0,Laurie,female,cauc,high,chicago,3,2,no,yes,yes,no,yes,yes,yes,no,no,none,no,manager,yes,no,yes,no,yes,yes,finance/insurance/real estate
2499,0,Brendan,male,cauc,high,chicago,4,5,no,yes,no,no,yes,yes,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,manufacturing
2500,0,Brett,male,cauc,low,chicago,2,6,no,no,no,no,no,no,yes,yes,no,some,no,manager,yes,yes,no,no,no,no,manufacturing
2501,0,Leroy,male,afam,low,chicago,5,3,no,no,no,yes,no,no,yes,no,no,some,no,manager,yes,yes,no,no,no,no,manufacturing
2502,0,Tremayne,male,afam,high,chicago,5,3,no,yes,no,yes,yes,yes,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,manufacturing
2503,0,Anne,female,cauc,low,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,some,no,secretary,yes,yes,no,yes,yes,no,health/education/social services
2504,0,Emily,female,cauc,high,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,yes,yes,no,health/education/social services
2505,0,Keisha,female,afam,high,chicago,4,7,no,no,no,no,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,yes,yes,no,health/education/social services
2506,0,Latoya,female,afam,low,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,yes,yes,no,health/education/social services
2507,0,Kristen,female,cauc,low,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,5,no,supervisor,yes,yes,no,no,yes,no,unknown
2508,0,Latoya,female,afam,low,chicago,2,4,no,no,no,no,yes,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,yes,no,unknown
2509,0,Sarah,female,cauc,high,chicago,4,5,no,yes,no,yes,no,yes,yes,yes,yes,5,no,supervisor,yes,yes,no,no,yes,no,unknown
2510,0,Tamika,female,afam,high,chicago,5,5,no,yes,no,yes,yes,yes,yes,no,yes,5,no,supervisor,yes,yes,no,no,yes,no,unknown
2511,0,Aisha,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,yes,no,no,no,trade
2512,0,Aisha,female,afam,high,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,transport/communication
2513,0,Allison,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
2514,0,Allison,female,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
2515,0,Brendan,male,cauc,low,boston,5,8,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,transport/communication
2516,1,Brett,male,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,yes,other,yes,yes,no,no,no,no,finance/insurance/real estate
2517,0,Brett,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,yes,no,yes,no,no,no,trade
2518,0,Brett,male,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
2519,0,Emily,female,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
2520,1,Jay,male,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,finance/insurance/real estate
2521,0,Jill,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
2522,0,Jill,female,cauc,high,boston,6,8,no,yes,no,no,no,yes,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,transport/communication
2523,0,Kareem,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
2524,0,Keisha,female,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
2525,0,Lakisha,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,yes,no,yes,no,no,no,trade
2526,0,Latonya,female,afam,low,boston,4,8,no,no,no,no,yes,no,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,transport/communication
2527,0,Latonya,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
2528,0,Latonya,female,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
2529,0,Matthew,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,yes,no,yes,no,no,no,trade
2530,0,Neil,male,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,3,no,retail sales,yes,yes,no,no,no,no,unknown
2531,1,Tamika,female,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,finance/insurance/real estate
2532,0,Tamika,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,transport/communication
2533,0,Tremayne,male,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,finance/insurance/real estate
2534,0,Tyrone,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,trade
2535,0,Emily,female,cauc,high,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
2536,0,Latonya,female,afam,high,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
2537,0,Sarah,female,cauc,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
2538,0,Tanisha,female,afam,low,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
2539,0,Aisha,female,afam,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2540,1,Allison,female,cauc,low,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2541,1,Emily,female,cauc,high,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2542,1,Lakisha,female,afam,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2543,0,Jill,female,cauc,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2544,0,Kristen,female,cauc,low,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2545,0,Latonya,female,afam,low,boston,6,7,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2546,0,Tamika,female,afam,high,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
2547,0,Allison,female,cauc,high,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
2548,0,Keisha,female,afam,low,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
2549,0,Kristen,female,cauc,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
2550,1,Tanisha,female,afam,high,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
2551,0,Emily,female,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,no,no,no,no,unknown
2552,0,Lakisha,female,afam,low,boston,2,6,no,no,no,no,yes,no,no,no,yes,none,no,other,yes,no,no,no,no,no,unknown
2553,0,Matthew,male,cauc,high,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,unknown
2554,0,Tanisha,female,afam,high,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,unknown
2555,0,Anne,female,cauc,high,chicago,4,19,no,no,no,yes,yes,yes,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,yes,finance/insurance/real estate
2556,0,Latoya,female,afam,low,chicago,2,2,no,no,no,yes,no,no,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,yes,finance/insurance/real estate
2557,1,Laurie,female,cauc,low,chicago,5,13,no,no,no,yes,yes,no,yes,no,yes,2,no,secretary,yes,yes,no,no,yes,yes,finance/insurance/real estate
2558,0,Tamika,female,afam,high,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,2,no,secretary,yes,yes,no,no,yes,yes,finance/insurance/real estate
2559,0,Brendan,male,cauc,high,chicago,4,20,no,yes,no,yes,no,yes,yes,yes,yes,3,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2560,0,Jamal,male,afam,high,chicago,5,15,no,yes,no,yes,yes,yes,yes,no,no,3,yes,supervisor,yes,yes,no,yes,yes,no,health/education/social services
2561,0,Ebony,female,afam,high,chicago,4,7,no,no,no,no,yes,yes,yes,no,yes,some,no,supervisor,yes,yes,no,no,yes,no,trade
2562,0,Emily,female,cauc,low,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,some,no,supervisor,yes,yes,no,no,yes,no,trade
2563,1,Latonya,female,afam,low,chicago,2,5,no,no,no,no,yes,no,yes,no,yes,some,no,supervisor,yes,yes,no,no,yes,no,trade
2564,0,Meredith,female,cauc,high,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,some,no,supervisor,yes,yes,no,no,yes,no,trade
2565,0,Ebony,female,afam,high,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,trade
2566,0,Emily,female,cauc,low,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,trade
2567,0,Keisha,female,afam,low,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,trade
2568,0,Laurie,female,cauc,high,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,trade
2569,0,Anne,female,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
2570,0,Brad,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,manufacturing
2571,0,Brett,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,2,no,other,yes,yes,no,yes,no,no,manufacturing
2572,0,Ebony,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,manufacturing
2573,0,Emily,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
2574,0,Emily,female,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,manager,yes,no,no,no,no,no,business/personal services
2575,0,Jamal,male,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,manager,yes,no,no,no,no,no,business/personal services
2576,0,Jay,male,cauc,low,boston,3,13,no,no,no,no,no,no,yes,no,yes,2,no,retail sales,yes,yes,no,no,no,no,business/personal services
2577,0,Jermaine,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,manager,yes,no,no,no,no,no,business/personal services
2578,0,Jill,female,cauc,high,boston,4,20,no,yes,no,no,no,no,no,no,yes,2,no,retail sales,yes,yes,no,no,no,no,business/personal services
2579,0,Kareem,male,afam,low,boston,5,8,no,no,no,yes,no,no,no,no,yes,2,no,retail sales,yes,yes,no,no,no,no,business/personal services
2580,0,Kareem,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,manufacturing
2581,0,Kareem,male,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,2,no,other,yes,yes,no,yes,no,no,manufacturing
2582,0,Keisha,female,afam,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,manufacturing
2583,0,Kristen,female,cauc,low,boston,4,8,no,no,no,no,yes,no,no,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
2584,0,Lakisha,female,afam,low,boston,5,8,no,no,no,no,yes,no,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
2585,0,Leroy,male,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
2586,0,Leroy,male,afam,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
2587,0,Matthew,male,cauc,high,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
2588,0,Matthew,male,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
2589,0,Neil,male,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,manufacturing
2590,0,Sarah,female,cauc,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,manager,yes,no,no,no,no,no,business/personal services
2591,0,Sarah,female,cauc,high,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
2592,0,Tamika,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,3,no,retail sales,yes,yes,no,no,no,no,manufacturing
2593,0,Tanisha,female,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,2,no,other,yes,yes,no,yes,no,no,manufacturing
2594,0,Tanisha,female,afam,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
2595,0,Tanisha,female,afam,high,boston,7,5,no,yes,no,no,yes,no,yes,yes,yes,2,no,retail sales,yes,yes,no,no,no,no,business/personal services
2596,0,Todd,male,cauc,low,boston,3,7,no,no,no,yes,no,no,no,no,yes,2,no,other,yes,yes,no,yes,no,no,manufacturing
2597,0,Todd,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,3,no,retail sales,yes,yes,no,no,no,no,manufacturing
2598,0,Todd,male,cauc,high,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,manufacturing
2599,0,Tremayne,male,afam,low,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,unknown
2600,0,Tremayne,male,afam,high,boston,6,8,no,yes,no,no,no,yes,no,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
2601,0,Emily,female,cauc,high,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
2602,0,Jill,female,cauc,low,boston,6,7,no,no,no,yes,no,no,yes,yes,yes,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
2603,0,Lakisha,female,afam,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
2604,0,Tanisha,female,afam,low,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
2605,0,Jill,female,cauc,low,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,manufacturing
2606,0,Kenya,female,afam,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,manufacturing
2607,0,Kristen,female,cauc,high,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,manufacturing
2608,0,Latoya,female,afam,high,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,office support,no,no,no,no,no,no,manufacturing
2609,0,Carrie,female,cauc,high,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,trade
2610,0,Emily,female,cauc,low,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,office support,yes,no,no,no,yes,no,trade
2611,0,Latonya,female,afam,low,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,no,office support,yes,no,no,no,yes,no,trade
2612,0,Latoya,female,afam,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,trade
2613,1,Anne,female,cauc,low,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,yes,supervisor,yes,no,no,no,yes,no,health/education/social services
2614,1,Keisha,female,afam,high,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,none,yes,supervisor,yes,no,no,no,yes,no,health/education/social services
2615,1,Kenya,female,afam,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,yes,supervisor,yes,no,no,no,yes,no,health/education/social services
2616,1,Meredith,female,cauc,high,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,yes,supervisor,yes,no,no,no,yes,no,health/education/social services
2617,0,Anne,female,cauc,low,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
2618,0,Kristen,female,cauc,high,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
2619,0,Lakisha,female,afam,low,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
2620,0,Tanisha,female,afam,high,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
2621,1,Anne,female,cauc,high,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
2622,1,Ebony,female,afam,high,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
2623,0,Latonya,female,afam,low,boston,2,1,no,no,no,yes,no,no,yes,yes,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
2624,0,Sarah,female,cauc,low,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
2625,0,Allison,female,cauc,low,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,health/education/social services
2626,0,Anne,female,cauc,high,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,health/education/social services
